5,000000E+1
-1,614822E-1
-1,120640E-1
-2,739436E-2
-1,371026E-1
-5,737468E-2
1,576411E-2
2,334155E-2
-7,121175E-2
-5,177396E-2
-1,282073E-1
-1,423738E-1
-1,782843E-1
-1,512691E-1
-1,786138E-1
-1,759781E-1
-1,117346E-1
-1,137113E-1
-7,878919E-2
-1,156880E-1
-4,485543E-2
8,516124E-3
1,543466E-2
-8,274264E-2
-1,054750E-1
-9,592080E-2
-9,921534E-2
-1,812494E-1
-1,983810E-1
-1,871796E-1
-1,532458E-1
-1,842145E-1
-1,469862E-1
-8,175428E-2
-1,652238E-2
-4,452597E-2
-1,553402E-2
-1,948747E-2
-4,123143E-2
-8,438991E-2
-1,288662E-1
-1,716952E-1
-1,977221E-1
-2,428573E-1
-2,784383E-1
-2,115592E-1
-1,397382E-1
-5,210342E-2
2,797734E-4
-2,278201E-2
-6,033977E-2
-6,462267E-2
-8,636664E-2
-1,410560E-1
-1,865207E-1
-2,026639E-1
-2,421984E-1
-2,395628E-1
-2,085941E-1
-9,723862E-2
4,562676E-3
9,175032E-3
1,708193E-2
8,186670E-3
-1,021804E-1
-1,483040E-1
-1,413855E-1
-2,369271E-1
-2,224312E-1
-2,026639E-1
-1,456684E-1
-7,187066E-2
-1,058044E-1
-9,690916E-2
-7,187066E-2
-5,144451E-2
-7,351793E-2
-8,109537E-2
-8,867281E-2
-1,674123E-1
-2,181482E-1
-1,973926E-1
-1,845439E-1
-1,716952E-1
-1,450095E-1
-1,235949E-1
-7,516520E-2
-3,398344E-2
-7,022339E-2
-6,725830E-2
-3,497181E-2
-6,462267E-2
-1,265600E-1
-1,064633E-1
-1,815789E-1
-1,674123E-1
-1,621411E-1
-1,604938E-1
-1,351258E-1
-1,525869E-1
-1,110757E-1
-7,813028E-2
-1,048161E-1
-1,400676E-1
-1,420444E-1
-1,473156E-1
-1,114051E-1
-1,542342E-1
-1,608232E-1
-1,733425E-1
-1,506102E-1
-1,120640E-1
-1,341375E-1
-1,776254E-1
-1,700480E-1
-1,140408E-1
-1,400676E-1
-1,552225E-1
-1,631294E-1
-1,575287E-1
-1,265600E-1
-1,318313E-1
-1,282073E-1
-1,216182E-1
-8,669609E-2
-9,460299E-2
-1,506102E-1
-1,374320E-1
-8,900227E-2
-9,295572E-2
-1,137113E-1
-1,199709E-1
-1,453389E-1
-1,394087E-1
-1,265600E-1
-1,446800E-1
-1,446800E-1
-1,670829E-1
-1,403971E-1
-1,463273E-1
-1,710363E-1
-1,664240E-1
-8,570773E-2
-8,504882E-2
-1,436916E-1
-1,805905E-1
-1,647767E-1
-1,459978E-1
-1,074517E-1
-1,522574E-1
-1,558814E-1
-1,216182E-1
-1,226066E-1
-1,453389E-1
-1,272189E-1
-1,403971E-1
-1,123935E-1
-1,667534E-1
-2,039817E-1
-1,242538E-1
-1,347964E-1
-1,687301E-1
-1,581876E-1
-1,506102E-1
-1,585171E-1
-1,545636E-1
-1,614822E-1
-1,548931E-1
-1,502807E-1
-1,446800E-1
-1,545636E-1
-1,749898E-1
-1,489629E-1
-1,021804E-1
-1,163470E-1
-1,321607E-1
-1,305135E-1
-8,076592E-2
-1,519280E-1
-1,413855E-1
-1,311724E-1
-1,255717E-1
-1,100873E-1
-1,133819E-1
-1,726836E-1
-1,183237E-1
-1,604938E-1
-1,229360E-1
-8,966118E-2
-9,888589E-2
-1,509396E-1
-1,308429E-1
-1,249128E-1
-8,999063E-2
-1,614822E-1
-1,687301E-1
-8,867281E-2
-9,690916E-2
-1,446800E-1
-1,170059E-1
-8,669609E-2
-8,768445E-2
-1,716952E-1
-1,641178E-1
-1,529163E-1
-1,278778E-1
-1,647767E-1
-1,809199E-1
-1,575287E-1
-1,067928E-1
-1,054750E-1
-1,137113E-1
-1,525869E-1
-1,466567E-1
-1,051455E-1
-6,561103E-2
-1,196415E-1
-1,555520E-1
-1,028393E-1
-1,440211E-1
-1,947570E-1
-2,013461E-1
-1,400676E-1
-1,209593E-1
-9,032008E-2
-1,077811E-1
-7,154120E-2
-7,944810E-2
-9,855643E-2
-6,626994E-2
-8,406046E-2
-9,987425E-2
-1,071222E-1
-1,301840E-1
-1,726836E-1
-1,779549E-1
-1,707069E-1
-1,064633E-1
-1,288662E-1
-7,351793E-2
-9,163790E-2
-1,463273E-1
-1,618116E-1
-1,545636E-1
-1,545636E-1
-1,173353E-1
-1,377615E-1
-1,436916E-1
-1,222771E-1
-1,674123E-1
-1,410560E-1
-1,512691E-1
-1,628000E-1
-1,568698E-1
-1,535753E-1
-1,865207E-1
-1,446800E-1
-1,051455E-1
-1,058044E-1
-1,133819E-1
-8,669609E-2
-1,183237E-1
-1,651061E-1
-1,288662E-1
-1,212888E-1
-1,539047E-1
-1,756487E-1
-1,535753E-1
-1,189826E-1
-1,272189E-1
-1,311724E-1
-1,970632E-1
-1,904741E-1
-1,786138E-1
-1,934392E-1
-1,558814E-1
-1,377615E-1
-1,298546E-1
-1,927803E-1
-1,707069E-1
-1,087695E-1
-1,459978E-1
-1,176648E-1
-1,321607E-1
-1,173353E-1
-1,384204E-1
-1,311724E-1
-1,509396E-1
-1,832261E-1
-1,690596E-1
-1,374320E-1
-9,822698E-2
-1,133819E-1
-1,239244E-1
-8,702554E-2
-6,923503E-2
-6,066922E-2
-1,176648E-1
-1,499513E-1
-8,768445E-2
-1,163470E-1
-1,107462E-1
-9,526189E-2
-1,216182E-1
-1,031688E-1
-1,341375E-1
-1,525869E-1
-1,275484E-1
-1,651061E-1
-1,186531E-1
-1,252422E-1
-1,473156E-1
-1,730130E-1
-1,305135E-1
-1,367731E-1
-1,074517E-1
-1,176648E-1
-9,262626E-2
-7,154120E-2
-1,354553E-1
-1,430327E-1
-1,268895E-1
-9,625026E-2
-1,209593E-1
-1,166764E-1
-1,631294E-1
-1,591760E-1
-1,756487E-1
-1,548931E-1
-1,104168E-1
-8,406046E-2
-1,186531E-1
-1,034982E-1
-1,110757E-1
-1,440211E-1
-1,884974E-1
-1,295251E-1
-1,061339E-1
-8,307209E-2
-1,420444E-1
-7,977755E-2
-7,252957E-2
-1,044866E-1
-8,768445E-2
-1,196415E-1
-1,489629E-1
-1,937686E-1
-1,934392E-1
-1,473156E-1
-1,067928E-1
-1,262306E-1
-1,275484E-1
-6,132813E-2
-7,285902E-2
-8,010701E-2
-1,591760E-1
-1,048161E-1
-9,756807E-2
-1,641178E-1
-2,052995E-1
-2,049701E-1
-2,389039E-1
-1,970632E-1
-1,562109E-1
-1,911330E-1
-1,291957E-1
-6,758776E-2
-4,749106E-2
-1,535753E-1
-1,927803E-1
-1,828967E-1
-1,318313E-1
-2,109003E-1
-2,814034E-1
-1,964043E-1
-1,259011E-1
-1,473156E-1
-1,483040E-1
-6,495212E-2
-4,716161E-2
-7,417684E-2
-1,087695E-1
-1,094284E-1
-1,242538E-1
-1,450095E-1
-1,562109E-1
-1,674123E-1
-1,308429E-1
-1,305135E-1
-6,626994E-2
-2,805327E-2
-9,064954E-2
-1,473156E-1
-8,834336E-2
-1,186531E-1
-1,532458E-1
-1,799316E-1
-1,252422E-1
-6,297540E-2
-9,097899E-2
-9,559135E-2
-1,008626E-1
-7,648301E-2
-1,239244E-1
-8,834336E-2
-8,999063E-2
-6,528158E-2
-1,301840E-1
-1,585171E-1
-1,028393E-1
-9,657971E-2
-5,539796E-2
