Baseline 100%T,,sample1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
<Current Wavelength> , 259.9

sample1,
sample1
Collection Time: 11.12.2023 18:04:53
Operator Name  :
Scan Software Version: 3.00(182)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        650.0
Stop (nm)                         260.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         300.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.2000
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    : Default
Date/Time stamp: 11.12.2023 17:46:46
Method Modifications:
Cell Changer 6x6 Changed: 11.12.2023 17:46:52, Old:1, New:0
UVVIS SAT Changed: 11.12.2023 17:58:16, Old:0.0125, New:0.2000
NIR SAT Changed: 11.12.2023 17:58:16, Old:0.0125, New:0.2000
Common SAT Changed: 11.12.2023 17:58:16, Old:0.0125, New:0.2000
Baseline Correction Changed: 11.12.2023 17:58:21, Old:0, New:1
Temp Controller Changed: 11.12.2023 17:58:21, Old:0, New:2
Sipper Type Changed: 11.12.2023 17:58:21, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 259.9

