Baseline 100%T,,sample4,,sample5,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
359.9636841,0.1896111369,359.9636841,0.005185848102,359.9636841,0.005082015879,
359.0307007,0.1908905804,359.0307007,0.005091418512,359.0307007,0.004845683463,
357.9420471,0.1926803291,357.9420471,0.004793883301,357.9420471,0.004718432203,
357.0087891,0.1915694326,357.0087891,0.004715867806,357.0087891,0.004595247563,
356.0754089,0.193571195,356.0754089,0.004664083477,356.0754089,0.004514285829,
354.9863281,0.1944779158,354.9863281,0.004158755764,354.9863281,0.004183009733,
354.0526733,0.1953646988,354.0526733,0.004274236038,354.0526733,0.004201358184,
352.9632874,0.1961510777,352.9632874,0.004005579278,352.9632874,0.004072884563,
352.0293579,0.1973399073,352.0293579,0.004500161391,352.0293579,0.004096611403,
350.9396667,0.1991666704,350.9396667,0.003952077124,350.9396667,0.003662291216,
350.0054626,0.1992458403,350.0054626,0.003884764155,350.0054626,0.003761110594,
349.071167,0.2003623247,349.071167,0.003748316318,349.071167,0.003808818059,
347.9810181,0.2034720778,347.9810181,0.003487604205,347.9810181,0.003531889291,
347.0464478,0.2052503675,347.0464478,0.003660855349,347.0464478,0.003476096783,
345.9559937,0.2070437819,345.9559937,0.003228300484,345.9559937,0.003161595436,
345.0211792,0.2083622366,345.0211792,0.00338464696,345.0211792,0.003065284574,
343.9303894,0.2098706961,343.9303894,0.003339229152,343.9303894,0.003157319035,
342.9953308,0.2125057131,342.9953308,0.003165297909,342.9953308,0.002978352131,
342.0601196,0.2150060833,342.0601196,0.002902746666,342.0601196,0.002955885371,
340.9689026,0.2174611688,340.9689026,0.00282910862,340.9689026,0.002880857326,
340.0334473,0.2201065272,340.0334473,0.002853653394,340.0334473,0.002552855527,
338.9419556,0.2229554653,338.9419556,0.002560484922,338.9419556,0.002390170936,
338.0062256,0.2253576964,338.0062256,0.002433250891,338.0062256,0.002185580553,
337.0704041,0.2284171432,337.0704041,0.002280889777,337.0704041,0.002126995241,
335.9784546,0.2319283038,335.9784546,0.002243575407,335.9784546,0.002297700383,
335.0423889,0.2345994413,335.0423889,0.002167473547,335.0423889,0.002135683782,
333.9501648,0.2386284769,333.9501648,0.001839931938,333.9501648,0.001901000622,
333.0138245,0.2410383672,333.0138245,0.002174471738,333.0138245,0.002018638421,
332.0773621,0.2446455806,332.0773621,0.001962883864,332.0773621,0.001932019135,
330.9847107,0.2486452162,330.9847107,0.00209364784,330.9847107,0.002188624581,
330.0480042,0.2519538999,330.0480042,0.002281410154,330.0480042,0.002418881748,
328.9550476,0.2551546991,328.9550476,0.003230673727,328.9550476,0.003035853384,
328.0181274,0.2592697442,328.0181274,0.003534107469,328.0181274,0.003358741757,
326.9248657,0.263766855,326.9248657,0.003714452498,326.9248657,0.003697743407,
325.9876709,0.2664282322,325.9876709,0.004270445555,325.9876709,0.00414707372,
325.0503845,0.2708081007,325.0503845,0.004395264201,325.0503845,0.004244513344,
323.9567261,0.2725781202,323.9567261,0.005305899307,323.9567261,0.005230201874,
323.019165,0.2759869397,323.019165,0.005692294333,323.019165,0.00574330939,
321.9252319,0.2808748186,321.9252319,0.006349291187,321.9252319,0.006524870172,
320.9874268,0.2846171856,320.9874268,0.006695315242,320.9874268,0.006727098953,
320.04953,0.287932843,320.04953,0.007379713934,320.04953,0.007296862546,
318.9551697,0.2902157903,318.9551697,0.007997080684,318.9551697,0.008027984761,
318.0170288,0.2946776748,318.0170288,0.007994576357,318.0170288,0.008070203476,
316.9223938,0.2996298671,316.9223938,0.008298244327,316.9223938,0.008210126311,
315.9840088,0.3042363524,315.9840088,0.008376879618,315.9840088,0.008409393951,
315.0455322,0.3056843281,315.0455322,0.009549522772,315.0455322,0.009367136285,
313.9505005,0.3093147576,313.9505005,0.01022439077,313.9505005,0.009925147519,
313.0117493,0.3141197264,313.0117493,0.01142957248,313.0117493,0.01065925136,
312.072937,0.3183292747,312.072937,0.01219540462,312.072937,0.01190780941,
310.977478,0.3216840029,310.977478,0.01340281777,310.977478,0.01319521666,
310.0384216,0.3243025243,310.0384216,0.01436701883,310.0384216,0.01427116059,
308.942688,0.3272438347,308.942688,0.01616812497,308.942688,0.01597976871,
308.0033875,0.3291931152,308.0033875,0.0175480973,308.0033875,0.01720907725,
307.0639954,0.3317790329,307.0639954,0.01890997216,307.0639954,0.01847036928,
305.967865,0.3339845836,305.967865,0.02071232907,305.967865,0.02018978074,
305.0282288,0.3376733661,305.0282288,0.02245594934,305.0282288,0.02205146849,
303.9318542,0.3401861787,303.9318542,0.02524309605,303.9318542,0.02486180514,
302.9920044,0.3439405859,302.9920044,0.02785748243,302.9920044,0.02770004794,
302.0520325,0.3457687199,302.0520325,0.03157350048,302.0520325,0.03159593791,
300.9552612,0.3495814204,300.9552612,0.03593558073,300.9552612,0.03597871959,
300.0150452,0.3525848091,300.0150452,0.04008438811,300.0150452,0.04003715143,
299.0747375,0.3553768396,299.0747375,0.04495227337,299.0747375,0.04464479536,
297.9776001,0.3581902385,297.9776001,0.05187219009,297.9776001,0.05152129754,
297.0370789,0.35940516,297.0370789,0.05738814548,297.0370789,0.05747864395,
295.9396667,0.3622554243,295.9396667,0.0653308183,295.9396667,0.06494113803,
294.9989014,0.3639600575,294.9989014,0.07145194709,294.9989014,0.07075477391,
294.0580444,0.364670068,294.0580444,0.07736636698,294.0580444,0.07699288428,
292.9602661,0.3679022193,292.9602661,0.08609312773,292.9602661,0.08535856009,
292.0191956,0.3712713122,292.0191956,0.09329863638,292.0191956,0.09277531505,
291.0780029,0.3740626574,291.0780029,0.09958386421,291.0780029,0.09919152409,
289.9798584,0.3770596981,289.9798584,0.1077452824,289.9798584,0.1076710746,
289.0384521,0.3812995553,289.0384521,0.1178129539,289.0384521,0.1174850538,
287.940033,0.3873718679,287.940033,0.1338300854,287.940033,0.1329360008,
286.9984131,0.3913820982,286.9984131,0.1472594738,286.9984131,0.14661403,
286.0567017,0.3957291842,286.0567017,0.1580673456,286.0567017,0.1573513448,
284.9579163,0.4019423127,284.9579163,0.1662681699,284.9579163,0.1651604474,
284.0159912,0.4069791138,284.0159912,0.1695279032,284.0159912,0.169020161,
283.0739746,0.4141154587,283.0739746,0.1734254956,283.0739746,0.1725579351,
281.974823,0.4169474542,281.974823,0.176319778,281.974823,0.1757839471,
281.0325928,0.4208621979,281.0325928,0.1799680144,281.0325928,0.1787603796,
279.933197,0.4244043827,279.933197,0.1838093549,279.933197,0.1830212176,
278.9907227,0.4281767607,278.9907227,0.1866113693,278.9907227,0.1857219487,
278.0481873,0.4329954982,278.0481873,0.1882912368,278.0481873,0.1873489767,
276.9484253,0.437189579,276.9484253,0.1879255325,276.9484253,0.1870353222,
276.0056763,0.4405915737,276.0056763,0.1865334958,276.0056763,0.1858250946,
275.0628357,0.4437722266,275.0628357,0.1844209582,275.0628357,0.1836642772,
273.9627075,0.4477418363,273.9627075,0.1808485538,273.9627075,0.1798462272,
273.0196533,0.4503862262,273.0196533,0.1770326644,273.0196533,0.1761475503,
272.0765076,0.4529946148,272.0765076,0.1735331714,272.0765076,0.1724816412,
270.9760437,0.4527537227,270.9760437,0.1704024523,270.9760437,0.1693895459,
270.0327148,0.4565838277,270.0327148,0.1681469083,270.0327148,0.1672144979,
268.9320068,0.4591878355,268.9320068,0.1648165137,268.9320068,0.164004311,
267.9884338,0.4614614546,267.9884338,0.1601974815,267.9884338,0.1593545079,
267.0447998,0.4636684358,267.0447998,0.1556244195,267.0447998,0.1547234952,
265.9437561,0.4666882157,265.9437561,0.1517500579,265.9437561,0.1508265138,
264.9999084,0.4697164595,264.9999084,0.1486273855,264.9999084,0.1477753371,
264.0559692,0.4763056338,264.0559692,0.1435889602,264.0559692,0.1428849101,
262.9545898,0.481469214,262.9545898,0.1378688067,262.9545898,0.1371959746,
262.010437,0.4872935414,262.010437,0.1345164627,262.010437,0.1340739429,
261.0662231,0.4925495684,261.0662231,0.1315655261,261.0662231,0.1311443746,
259.9644775,0.4940811396,259.9644775,0.1289697438,259.9644775,0.1285885572,
259.02005,0.4997785091,259.02005,0.125944376,259.02005,0.1253845841,
258.075531,0.5078347921,258.075531,0.1210208312,258.075531,0.1203106046,
256.9735107,0.5131785274,256.9735107,0.1154488027,256.9735107,0.1146843806,
256.0287781,0.5210555196,256.0287781,0.1116537377,256.0287781,0.1108916774,
254.9265137,0.5319020748,254.9265137,0.1084812954,254.9265137,0.1078984737,
253.9816132,0.542783916,253.9816132,0.1060460731,253.9816132,0.1054216325,
253.0366211,0.5526697636,253.0366211,0.103980504,253.0366211,0.1033366621,
