Filename;Position Index;X Position;Y Position;Baseline Offset [N];Baseline Slope [N/m];Young's Modulus [Pa];Contact Point [m];Baseline [N];Discontinuity Position;Discontinuity Width [m];Adhesion [N];ResidualRMS [N]
qi-data-2022.04.19-11.00.07.659_0759.jpk-qi-series;759;1.10156e-05;-9.60937e-06;9.03381e-08;0.00293775;67222.9;1.89591e-06;-8.99043e-12;;0.00000;0.00000;4.74934e-10
qi-data-2022.04.19-11.00.07.659_0760.jpk-qi-series;760;1.14844e-05;-9.60937e-06;9.03013e-08;0.00292275;92594.4;1.15221e-06;-1.60526e-11;;0.00000;0.00000;6.64333e-10
qi-data-2022.04.19-11.00.07.659_0761.jpk-qi-series;761;1.19531e-05;-9.60937e-06;9.04259e-08;0.00284607;137283;5.28152e-07;-1.65324e-10;;0.00000;0.00000;9.10100e-10
qi-data-2022.04.19-11.00.07.659_0762.jpk-qi-series;762;1.24219e-05;-9.60937e-06;9.02949e-08;0.00287975;7.97477e+06;-1.79234e-07;-2.16966e-10;;0.00000;0.00000;5.14831e-10
qi-data-2022.04.19-11.00.07.659_0763.jpk-qi-series;763;1.28906e-05;-9.60937e-06;9.01170e-08;0.00290894;1.13395e+07;-1.97517e-07;-2.67553e-10;;0.00000;0.00000;2.43134e-10
qi-data-2022.04.19-11.00.07.659_0764.jpk-qi-series;764;1.33594e-05;-9.60937e-06;9.01999e-08;0.00286115;1.14090e+07;-1.98580e-07;-3.68007e-10;;0.00000;0.00000;3.38308e-10
qi-data-2022.04.19-11.00.07.659_0765.jpk-qi-series;765;1.38281e-05;-9.60937e-06;8.98186e-08;0.00292722;9.99751e+06;-2.03713e-07;-2.60015e-10;;0.00000;0.00000;2.65381e-10
qi-data-2022.04.19-11.00.07.659_0766.jpk-qi-series;766;1.42969e-05;-9.60937e-06;8.99668e-08;0.00288551;1.10525e+07;-2.01513e-07;-3.53495e-10;;0.00000;0.00000;3.16807e-10
qi-data-2022.04.19-11.00.07.659_0767.jpk-qi-series;767;1.47656e-05;-9.60937e-06;8.99625e-08;0.00285545;1.06452e+07;-2.05551e-07;-3.67911e-10;;0.00000;0.00000;3.53720e-10
qi-data-2022.04.19-11.00.07.659_0768.jpk-qi-series;768;-1.47656e-05;-9.14063e-06;9.32695e-08;0.00261177;1.29651e+07;-1.69816e-07;-1.56436e-10;;0.00000;0.00000;1.87434e-10
qi-data-2022.04.19-11.00.07.659_0769.jpk-qi-series;769;-1.42969e-05;-9.14063e-06;9.36724e-08;0.00294066;1.12257e+07;-1.72030e-07;-3.38357e-10;;0.00000;0.00000;3.02086e-10
qi-data-2022.04.19-11.00.07.659_0770.jpk-qi-series;770;-1.38281e-05;-9.14063e-06;9.36246e-08;0.00292644;1.02892e+07;-1.66856e-07;-3.27390e-10;;0.00000;0.00000;2.96553e-10
qi-data-2022.04.19-11.00.07.659_0771.jpk-qi-series;771;-1.33594e-05;-9.14063e-06;9.37582e-08;0.00289469;1.11089e+07;-1.69556e-07;-4.19348e-10;;0.00000;0.00000;3.82561e-10
qi-data-2022.04.19-11.00.07.659_0772.jpk-qi-series;772;-1.28906e-05;-9.14063e-06;9.33904e-08;0.00293453;9.23550e+06;-1.67718e-07;-2.78937e-10;;0.00000;0.00000;2.67629e-10
qi-data-2022.04.19-11.00.07.659_0773.jpk-qi-series;773;-1.24219e-05;-9.14063e-06;9.33508e-08;0.00294446;1.08167e+07;-1.74442e-07;-3.12148e-10;;0.00000;0.00000;2.92653e-10
qi-data-2022.04.19-11.00.07.659_0774.jpk-qi-series;774;-1.19531e-05;-9.14063e-06;9.32064e-08;0.00295433;9.77730e+06;-1.74291e-07;-2.94735e-10;;0.00000;0.00000;2.75726e-10
qi-data-2022.04.19-11.00.07.659_0775.jpk-qi-series;775;-1.14844e-05;-9.14063e-06;9.33442e-08;0.00290250;9.95812e+06;-1.71819e-07;-3.49249e-10;;0.00000;0.00000;3.30445e-10
qi-data-2022.04.19-11.00.07.659_0776.jpk-qi-series;776;-1.10156e-05;-9.14063e-06;9.30686e-08;0.00294786;1.00112e+07;-1.67191e-07;-2.88960e-10;;0.00000;0.00000;2.86783e-10
qi-data-2022.04.19-11.00.07.659_0777.jpk-qi-series;777;-1.05469e-05;-9.14063e-06;9.31327e-08;0.00291556;9.51454e+06;-1.67831e-07;-3.12306e-10;;0.00000;0.00000;3.02413e-10
qi-data-2022.04.19-11.00.07.659_0778.jpk-qi-series;778;-1.00781e-05;-9.14063e-06;9.31726e-08;0.00290600;1.11800e+07;-1.73429e-07;-3.79388e-10;;0.00000;0.00000;3.47164e-10
qi-data-2022.04.19-11.00.07.659_0779.jpk-qi-series;779;-9.60937e-06;-9.14063e-06;9.31810e-08;0.00289794;1.13046e+07;-1.75048e-07;-4.39096e-10;;0.00000;0.00000;3.81296e-10
qi-data-2022.04.19-11.00.07.659_0780.jpk-qi-series;780;-9.14063e-06;-9.14063e-06;9.29663e-08;0.00291394;1.06582e+07;-1.73530e-07;-3.66139e-10;;0.00000;0.00000;3.35766e-10
qi-data-2022.04.19-11.00.07.659_0781.jpk-qi-series;781;-8.67187e-06;-9.14063e-06;9.30055e-08;0.00287905;9.92720e+06;-1.74874e-07;-4.05996e-10;;0.00000;0.00000;3.68074e-10
qi-data-2022.04.19-11.00.07.659_0782.jpk-qi-series;782;-8.20313e-06;-9.14063e-06;9.26124e-08;0.00294568;1.03011e+07;-1.75656e-07;-2.81179e-10;;0.00000;0.00000;2.74342e-10
qi-data-2022.04.19-11.00.07.659_0783.jpk-qi-series;783;-7.73438e-06;-9.14063e-06;9.24101e-08;0.00296505;1.00067e+07;-1.75134e-07;-2.12996e-10;;0.00000;0.00000;2.36796e-10
qi-data-2022.04.19-11.00.07.659_0784.jpk-qi-series;784;-7.26562e-06;-9.14063e-06;9.28092e-08;0.00288333;9.55457e+06;-1.74498e-07;-4.58498e-10;;0.00000;0.00000;3.96232e-10
qi-data-2022.04.19-11.00.07.659_0785.jpk-qi-series;785;-6.79687e-06;-9.14063e-06;9.25949e-08;0.00291187;1.03808e+07;-1.76652e-07;-3.76030e-10;;0.00000;0.00000;3.39532e-10
qi-data-2022.04.19-11.00.07.659_0786.jpk-qi-series;786;-6.32813e-06;-9.14063e-06;9.24391e-08;0.00291371;1.06770e+07;-1.84807e-07;-3.28365e-10;;0.00000;0.00000;2.90780e-10
qi-data-2022.04.19-11.00.07.659_0787.jpk-qi-series;787;-5.85938e-06;-9.14063e-06;9.23160e-08;0.00292750;1.06667e+07;-1.84506e-07;-2.62582e-10;;0.00000;0.00000;2.61569e-10
qi-data-2022.04.19-11.00.07.659_0788.jpk-qi-series;788;-5.39062e-06;-9.14063e-06;9.24390e-08;0.00289135;1.13292e+07;-1.81494e-07;-3.96204e-10;;0.00000;0.00000;3.65028e-10
qi-data-2022.04.19-11.00.07.659_0789.jpk-qi-series;789;-4.92187e-06;-9.14063e-06;9.20244e-08;0.00296542;1.08458e+07;-1.75813e-07;-2.23357e-10;;0.00000;0.00000;2.33398e-10
qi-data-2022.04.19-11.00.07.659_0790.jpk-qi-series;790;-4.45313e-06;-9.14063e-06;9.22976e-08;0.00289669;9.65976e+06;-1.78577e-07;-2.97452e-10;;0.00000;0.00000;2.72172e-10
qi-data-2022.04.19-11.00.07.659_0791.jpk-qi-series;791;-3.98438e-06;-9.14063e-06;9.20305e-08;0.00293830;1.09511e+07;-1.79708e-07;1.79999e-10;;0.00000;0.00000;4.31336e-10
qi-data-2022.04.19-11.00.07.659_0792.jpk-qi-series;792;-3.51562e-06;-9.14063e-06;9.22036e-08;0.00289418;24749.3;2.17352e-06;1.58466e-10;;0.00000;0.00000;8.67152e-10
qi-data-2022.04.19-11.00.07.659_0793.jpk-qi-series;793;-3.04687e-06;-9.14063e-06;9.22298e-08;0.00284972;75074.9;1.81945e-06;1.01352e-09;;0.00000;0.00000;1.29414e-09
qi-data-2022.04.19-11.00.07.659_0794.jpk-qi-series;794;-2.57813e-06;-9.14063e-06;9.20235e-08;0.00290716;32777.4;3.42814e-06;2.58910e-10;;0.00000;0.00000;4.96753e-10
qi-data-2022.04.19-11.00.07.659_0795.jpk-qi-series;795;-2.10938e-06;-9.14063e-06;9.40464e-08;0.00251913;22256.7;4.14951e-06;2.47708e-10;;0.00000;0.00000;9.99144e-10
qi-data-2022.04.19-11.00.07.659_0796.jpk-qi-series;796;-1.64062e-06;-9.14063e-06;9.48290e-08;0.00239067;20648.6;4.99756e-06;1.01990e-10;;0.00000;0.00000;7.90982e-10
qi-data-2022.04.19-11.00.07.659_0797.jpk-qi-series;797;-1.17187e-06;-9.14063e-06;9.82829e-08;0.00177884;36777.0;5.06722e-06;1.50150e-10;;0.00000;0.00000;3.03621e-10
qi-data-2022.04.19-11.00.07.659_0798.jpk-qi-series;798;-7.03125e-07;-9.14063e-06;1.06745e-07;0.000379792;42085.9;5.18608e-06;9.28763e-11;;0.00000;0.00000;2.10688e-10
qi-data-2022.04.19-11.00.07.659_0799.jpk-qi-series;799;-2.34375e-07;-9.14063e-06;1.25175e-07;-0.00266333;16176.9;5.31894e-06;1.30805e-10;;0.00000;0.00000;2.06669e-10
qi-data-2022.04.19-11.00.07.659_0800.jpk-qi-series;800;2.34375e-07;-9.14063e-06;1.33082e-07;-0.00379301;43825.2;5.14453e-06;-9.90194e-11;;0.00000;0.00000;1.09230e-10
qi-data-2022.04.19-11.00.07.659_0801.jpk-qi-series;801;7.03125e-07;-9.14063e-06;1.48776e-07;-0.00634679;27700.6;5.65797e-06;2.93690e-11;;0.00000;0.00000;6.35994e-11
qi-data-2022.04.19-11.00.07.659_0802.jpk-qi-series;802;1.17187e-06;-9.14063e-06;1.51029e-07;-0.00663483;26483.5;5.79082e-06;1.28834e-11;;0.00000;0.00000;5.07437e-11
qi-data-2022.04.19-11.00.07.659_0803.jpk-qi-series;803;1.64063e-06;-9.14063e-06;1.67897e-07;-0.00926928;11553.6;5.68961e-06;-1.34035e-11;;0.00000;0.00000;4.12651e-11
qi-data-2022.04.19-11.00.07.659_0804.jpk-qi-series;804;2.10937e-06;-9.14063e-06;1.79533e-07;-0.0110227;28856.0;5.63151e-06;-8.12502e-11;;0.00000;0.00000;6.78781e-11
qi-data-2022.04.19-11.00.07.659_0805.jpk-qi-series;805;2.57813e-06;-9.14063e-06;1.87631e-07;-0.0122171;;;;;;;
qi-data-2022.04.19-11.00.07.659_0806.jpk-qi-series;806;3.04688e-06;-9.14063e-06;1.94849e-07;-0.0131956;;;;;;;
qi-data-2022.04.19-11.00.07.659_0807.jpk-qi-series;807;3.51562e-06;-9.14063e-06;2.28083e-07;-0.0186079;;;;;;;
qi-data-2022.04.19-11.00.07.659_0808.jpk-qi-series;808;3.98438e-06;-9.14063e-06;2.86267e-07;-0.0279619;;;;;;;
qi-data-2022.04.19-11.00.07.659_0809.jpk-qi-series;809;4.45312e-06;-9.14063e-06;2.07540e-07;-0.0148296;171092;6.02852e-06;-3.53322e-12;;0.00000;0.00000;1.59685e-11
qi-data-2022.04.19-11.00.07.659_0810.jpk-qi-series;810;4.92187e-06;-9.14063e-06;1.89435e-07;-0.0120768;480861;5.87916e-06;3.75998e-11;;0.00000;0.00000;4.60324e-11
qi-data-2022.04.19-11.00.07.659_0811.jpk-qi-series;811;5.39063e-06;-9.14063e-06;2.14178e-07;-0.0163260;;;;;;;
qi-data-2022.04.19-11.00.07.659_0812.jpk-qi-series;812;5.85937e-06;-9.14063e-06;2.22928e-07;-0.0179026;;;;;;;
qi-data-2022.04.19-11.00.07.659_0813.jpk-qi-series;813;6.32813e-06;-9.14063e-06;1.96259e-07;-0.0136397;14972.3;5.89256e-06;-2.31204e-11;;0.00000;0.00000;3.94331e-11
qi-data-2022.04.19-11.00.07.659_0814.jpk-qi-series;814;6.79688e-06;-9.14063e-06;1.82757e-07;-0.0116037;40538.8;5.69363e-06;-8.27246e-11;;0.00000;0.00000;6.67177e-11
qi-data-2022.04.19-11.00.07.659_0815.jpk-qi-series;815;7.26562e-06;-9.14063e-06;1.60004e-07;-0.00805076;34843.8;5.64678e-06;-2.86265e-11;;0.00000;0.00000;5.12597e-11
qi-data-2022.04.19-11.00.07.659_0816.jpk-qi-series;816;7.73438e-06;-9.14063e-06;1.46965e-07;-0.00613952;29352.4;5.87544e-06;-6.46639e-12;;0.00000;0.00000;5.36484e-11
qi-data-2022.04.19-11.00.07.659_0817.jpk-qi-series;817;8.20312e-06;-9.14063e-06;1.28560e-07;-0.00326143;4548.55;5.94868e-06;-4.51594e-11;;0.00000;0.00000;1.71134e-10
qi-data-2022.04.19-11.00.07.659_0818.jpk-qi-series;818;8.67187e-06;-9.14063e-06;1.09048e-07;-0.000174270;29920.7;4.95427e-06;7.42686e-11;;0.00000;0.00000;4.59960e-10
qi-data-2022.04.19-11.00.07.659_0819.jpk-qi-series;819;9.14063e-06;-9.14063e-06;9.51616e-08;0.00211533;48393.4;4.54446e-06;4.93796e-10;;0.00000;0.00000;6.88040e-10
qi-data-2022.04.19-11.00.07.659_0820.jpk-qi-series;820;9.60937e-06;-9.14063e-06;9.28289e-08;0.00248282;46156.7;4.13345e-06;3.72980e-11;;0.00000;0.00000;3.86064e-10
qi-data-2022.04.19-11.00.07.659_0821.jpk-qi-series;821;1.00781e-05;-9.14063e-06;9.11860e-08;0.00275933;62857.7;3.51854e-06;-8.63359e-12;;0.00000;0.00000;4.09705e-10
qi-data-2022.04.19-11.00.07.659_0822.jpk-qi-series;822;1.05469e-05;-9.14063e-06;9.10217e-08;0.00279207;72726.5;2.98825e-06;-1.12850e-10;;0.00000;0.00000;2.37809e-10
qi-data-2022.04.19-11.00.07.659_0823.jpk-qi-series;823;1.10156e-05;-9.14063e-06;9.03785e-08;0.00289526;62031.5;2.55422e-06;-8.68896e-11;;0.00000;0.00000;3.57723e-10
qi-data-2022.04.19-11.00.07.659_0824.jpk-qi-series;824;1.14844e-05;-9.14063e-06;9.00582e-08;0.00294013;74041.3;1.88176e-06;1.96874e-11;;0.00000;0.00000;5.58757e-10
qi-data-2022.04.19-11.00.07.659_0825.jpk-qi-series;825;1.19531e-05;-9.14063e-06;8.96815e-08;0.00299901;76741.3;1.21054e-06;5.06546e-11;;0.00000;0.00000;5.91328e-10
qi-data-2022.04.19-11.00.07.659_0826.jpk-qi-series;826;1.24219e-05;-9.14063e-06;8.98751e-08;0.00292480;146769;4.99278e-07;-1.46080e-11;;0.00000;0.00000;9.31705e-10
qi-data-2022.04.19-11.00.07.659_0827.jpk-qi-series;827;1.28906e-05;-9.14063e-06;8.98514e-08;0.00290945;7.91880e+06;-1.83270e-07;-1.30077e-10;;0.00000;0.00000;4.53862e-10
qi-data-2022.04.19-11.00.07.659_0828.jpk-qi-series;828;1.33594e-05;-9.14063e-06;8.99471e-08;0.00287082;1.06414e+07;-2.00637e-07;-3.40198e-10;;0.00000;0.00000;3.20606e-10
qi-data-2022.04.19-11.00.07.659_0829.jpk-qi-series;829;1.38281e-05;-9.14063e-06;8.99869e-08;0.00286278;1.10114e+07;-2.00693e-07;-3.76863e-10;;0.00000;0.00000;3.46447e-10
qi-data-2022.04.19-11.00.07.659_0830.jpk-qi-series;830;1.42969e-05;-9.14063e-06;8.96140e-08;0.00292138;1.15789e+07;-2.04766e-07;-2.60074e-10;;0.00000;0.00000;2.59222e-10
qi-data-2022.04.19-11.00.07.659_0831.jpk-qi-series;831;1.47656e-05;-9.14063e-06;8.97677e-08;0.00286192;1.07377e+07;-2.05711e-07;-3.45005e-10;;0.00000;0.00000;3.25889e-10
qi-data-2022.04.19-11.00.07.659_0832.jpk-qi-series;832;-1.47656e-05;-8.67187e-06;9.33138e-08;0.00265734;1.23416e+07;-1.70483e-07;-1.96705e-10;;0.00000;0.00000;1.62351e-10
qi-data-2022.04.19-11.00.07.659_0833.jpk-qi-series;833;-1.42969e-05;-8.67187e-06;9.36227e-08;0.00294875;1.08742e+07;-1.75123e-07;-2.85371e-10;;0.00000;0.00000;2.73489e-10
qi-data-2022.04.19-11.00.07.659_0834.jpk-qi-series;834;-1.38281e-05;-8.67187e-06;9.34894e-08;0.00293800;1.02219e+07;-1.75875e-07;-3.12282e-10;;0.00000;0.00000;2.88521e-10
qi-data-2022.04.19-11.00.07.659_0835.jpk-qi-series;835;-1.33594e-05;-8.67187e-06;9.35140e-08;0.00291973;1.08879e+07;-1.73485e-07;-3.38767e-10;;0.00000;0.00000;3.07897e-10
qi-data-2022.04.19-11.00.07.659_0836.jpk-qi-series;836;-1.28906e-05;-8.67187e-06;9.31885e-08;0.00297376;1.07773e+07;-1.73949e-07;-2.48262e-10;;0.00000;0.00000;2.46520e-10
qi-data-2022.04.19-11.00.07.659_0837.jpk-qi-series;837;-1.24219e-05;-8.67187e-06;9.30799e-08;0.00296479;1.02420e+07;-1.78485e-07;-2.47915e-10;;0.00000;0.00000;2.63097e-10
qi-data-2022.04.19-11.00.07.659_0838.jpk-qi-series;838;-1.19531e-05;-8.67187e-06;9.32034e-08;0.00293430;1.05487e+07;-1.70993e-07;-2.84072e-10;;0.00000;0.00000;2.81889e-10
qi-data-2022.04.19-11.00.07.659_0839.jpk-qi-series;839;-1.14844e-05;-8.67187e-06;9.35539e-08;0.00285617;1.03302e+07;-1.71366e-07;-4.89831e-10;;0.00000;0.00000;4.33588e-10
qi-data-2022.04.19-11.00.07.659_0840.jpk-qi-series;840;-1.10156e-05;-8.67187e-06;9.33443e-08;0.00287752;1.04619e+07;-1.73066e-07;-4.12990e-10;;0.00000;0.00000;3.80343e-10
qi-data-2022.04.19-11.00.07.659_0841.jpk-qi-series;841;-1.05469e-05;-8.67187e-06;9.29964e-08;0.00294251;9.73347e+06;-1.67064e-07;-2.98098e-10;;0.00000;0.00000;2.91629e-10
qi-data-2022.04.19-11.00.07.659_0842.jpk-qi-series;842;-1.00781e-05;-8.67187e-06;9.28745e-08;0.00294643;1.00435e+07;-1.69571e-07;-2.93529e-10;;0.00000;0.00000;2.78111e-10
qi-data-2022.04.19-11.00.07.659_0843.jpk-qi-series;843;-9.60937e-06;-8.67187e-06;9.27321e-08;0.00296807;1.07210e+07;-1.74830e-07;-2.30806e-10;;0.00000;0.00000;2.35376e-10
qi-data-2022.04.19-11.00.07.659_0844.jpk-qi-series;844;-9.14063e-06;-8.67187e-06;9.26910e-08;0.00295161;1.01985e+07;-1.76166e-07;-2.75850e-10;;0.00000;0.00000;2.55590e-10
qi-data-2022.04.19-11.00.07.659_0845.jpk-qi-series;845;-8.67187e-06;-8.67187e-06;9.29227e-08;0.00290193;1.03165e+07;-1.79820e-07;-3.46694e-10;;0.00000;0.00000;3.44078e-10
qi-data-2022.04.19-11.00.07.659_0846.jpk-qi-series;846;-8.20313e-06;-8.67187e-06;9.28161e-08;0.00290753;1.06694e+07;-1.78440e-07;-3.68617e-10;;0.00000;0.00000;3.50158e-10
qi-data-2022.04.19-11.00.07.659_0847.jpk-qi-series;847;-7.73438e-06;-8.67187e-06;9.27186e-08;0.00290759;9.48731e+06;-1.77886e-07;-3.33345e-10;;0.00000;0.00000;3.15796e-10
qi-data-2022.04.19-11.00.07.659_0848.jpk-qi-series;848;-7.26562e-06;-8.67187e-06;9.25996e-08;0.00292395;1.12418e+07;-1.79106e-07;-3.31112e-10;;0.00000;0.00000;3.23356e-10
qi-data-2022.04.19-11.00.07.659_0849.jpk-qi-series;849;-6.79687e-06;-8.67187e-06;9.24023e-08;0.00293307;1.02274e+07;-1.82484e-07;-2.92565e-10;;0.00000;0.00000;2.83789e-10
qi-data-2022.04.19-11.00.07.659_0850.jpk-qi-series;850;-6.32813e-06;-8.67187e-06;9.23301e-08;0.00292042;1.04018e+07;-1.86097e-07;-3.27270e-10;;0.00000;0.00000;2.92692e-10
qi-data-2022.04.19-11.00.07.659_0851.jpk-qi-series;851;-5.85938e-06;-8.67187e-06;9.24080e-08;0.00290087;1.06883e+07;-1.86658e-07;-3.49170e-10;;0.00000;0.00000;3.29587e-10
qi-data-2022.04.19-11.00.07.659_0852.jpk-qi-series;852;-5.39062e-06;-8.67187e-06;9.22282e-08;0.00293344;8.29671e+06;-1.79868e-07;-3.53670e-10;;0.00000;0.00000;3.24253e-10
qi-data-2022.04.19-11.00.07.659_0853.jpk-qi-series;853;-4.92187e-06;-8.67187e-06;9.21535e-08;0.00290778;1.01451e+07;-1.80748e-07;-3.16731e-10;;0.00000;0.00000;3.16888e-10
qi-data-2022.04.19-11.00.07.659_0854.jpk-qi-series;854;-4.45313e-06;-8.67187e-06;9.19317e-08;0.00295281;9.62630e+06;-1.78061e-07;-2.53913e-10;;0.00000;0.00000;2.46093e-10
qi-data-2022.04.19-11.00.07.659_0855.jpk-qi-series;855;-3.98438e-06;-8.67187e-06;9.20048e-08;0.00291901;9.94277e+06;-1.77541e-07;-1.47673e-10;;0.00000;0.00000;1.72938e-10
qi-data-2022.04.19-11.00.07.659_0856.jpk-qi-series;856;-3.51562e-06;-8.67187e-06;9.20481e-08;0.00287629;9.61138e+06;-1.75816e-07;2.72239e-10;;0.00000;0.00000;4.52413e-10
qi-data-2022.04.19-11.00.07.659_0857.jpk-qi-series;857;-3.04687e-06;-8.67187e-06;9.18649e-08;0.00291739;7.78706e+06;-1.69224e-07;1.81457e-09;;0.00000;0.00000;2.03713e-09
qi-data-2022.04.19-11.00.07.659_0858.jpk-qi-series;858;-2.57813e-06;-8.67187e-06;9.21204e-08;0.00285416;50793.3;2.35025e-06;7.38770e-10;;0.00000;0.00000;1.21137e-09
qi-data-2022.04.19-11.00.07.659_0859.jpk-qi-series;859;-2.10938e-06;-8.67187e-06;9.35335e-08;0.00259009;23711.1;3.82355e-06;1.82579e-10;;0.00000;0.00000;1.05791e-09
qi-data-2022.04.19-11.00.07.659_0860.jpk-qi-series;860;-1.64062e-06;-8.67187e-06;9.39507e-08;0.00252878;39376.2;4.14409e-06;3.56634e-10;;0.00000;0.00000;4.13504e-10
qi-data-2022.04.19-11.00.07.659_0861.jpk-qi-series;861;-1.17187e-06;-8.67187e-06;9.91976e-08;0.00161011;35871.0;4.37526e-06;6.01314e-10;;0.00000;0.00000;5.94875e-10
qi-data-2022.04.19-11.00.07.659_0862.jpk-qi-series;862;-7.03125e-07;-8.67187e-06;1.06636e-07;0.000348984;34685.9;5.23792e-06;7.08564e-11;;0.00000;0.00000;1.74177e-10
qi-data-2022.04.19-11.00.07.659_0863.jpk-qi-series;863;-2.34375e-07;-8.67187e-06;1.16854e-07;-0.00133516;25884.4;5.57099e-06;-2.76892e-11;;0.00000;0.00000;1.28344e-10
qi-data-2022.04.19-11.00.07.659_0864.jpk-qi-series;864;2.34375e-07;-8.67187e-06;1.27123e-07;-0.00297141;30146.7;5.51672e-06;2.77599e-11;;0.00000;0.00000;7.09325e-11
qi-data-2022.04.19-11.00.07.659_0865.jpk-qi-series;865;7.03125e-07;-8.67187e-06;1.45112e-07;-0.00590756;30782.2;5.54098e-06;2.05658e-11;;0.00000;0.00000;6.06621e-11
qi-data-2022.04.19-11.00.07.659_0866.jpk-qi-series;866;1.17187e-06;-8.67187e-06;1.53273e-07;-0.00720311;29002.3;5.75234e-06;1.21414e-11;;0.00000;0.00000;5.00342e-11
qi-data-2022.04.19-11.00.07.659_0867.jpk-qi-series;867;1.64063e-06;-8.67187e-06;1.63480e-07;-0.00876555;21570.5;5.65339e-06;-3.21001e-11;;0.00000;0.00000;5.05967e-11
qi-data-2022.04.19-11.00.07.659_0868.jpk-qi-series;868;2.10937e-06;-8.67187e-06;1.73706e-07;-0.0102182;48096.4;5.42653e-06;-1.49581e-10;;0.00000;0.00000;1.17773e-10
qi-data-2022.04.19-11.00.07.659_0869.jpk-qi-series;869;2.57813e-06;-8.67187e-06;1.78269e-07;-0.0107794;41072.9;5.63591e-06;-3.09999e-11;;0.00000;0.00000;4.37515e-11
qi-data-2022.04.19-11.00.07.659_0870.jpk-qi-series;870;3.04688e-06;-8.67187e-06;1.98435e-07;-0.0140380;;;;;;;
qi-data-2022.04.19-11.00.07.659_0871.jpk-qi-series;871;3.51562e-06;-8.67187e-06;2.15119e-07;-0.0166175;;;;;;;
qi-data-2022.04.19-11.00.07.659_0872.jpk-qi-series;872;3.98438e-06;-8.67187e-06;2.28818e-07;-0.0184836;;;;;;;
qi-data-2022.04.19-11.00.07.659_0873.jpk-qi-series;873;4.45312e-06;-8.67187e-06;2.52509e-07;-0.0223105;;;;;;;
qi-data-2022.04.19-11.00.07.659_0874.jpk-qi-series;874;4.92187e-06;-8.67187e-06;;;;;;;;;
qi-data-2022.04.19-11.00.07.659_0875.jpk-qi-series;875;5.39063e-06;-8.67187e-06;;;;;;;;;
qi-data-2022.04.19-11.00.07.659_0876.jpk-qi-series;876;5.85937e-06;-8.67187e-06;2.16482e-07;-0.0165582;;;;;;;
qi-data-2022.04.19-11.00.07.659_0877.jpk-qi-series;877;6.32813e-06;-8.67187e-06;1.84045e-07;-0.0112833;178894;5.85158e-06;-3.10995e-11;;0.00000;0.00000;3.98714e-11
qi-data-2022.04.19-11.00.07.659_0878.jpk-qi-series;878;6.79688e-06;-8.67187e-06;2.03821e-07;-0.0148416;;;;;;;
qi-data-2022.04.19-11.00.07.659_0879.jpk-qi-series;879;7.26562e-06;-8.67187e-06;1.83835e-07;-0.0117007;;;;;;;
qi-data-2022.04.19-11.00.07.659_0880.jpk-qi-series;880;7.73438e-06;-8.67187e-06;1.66653e-07;-0.00917116;21551.5;5.89691e-06;7.75036e-12;;0.00000;0.00000;5.55373e-11
qi-data-2022.04.19-11.00.07.659_0881.jpk-qi-series;881;8.20312e-06;-8.67187e-06;1.47338e-07;-0.00615672;47543.3;4.85989e-06;-1.56219e-10;;0.00000;0.00000;1.49621e-10
qi-data-2022.04.19-11.00.07.659_0882.jpk-qi-series;882;8.67187e-06;-8.67187e-06;1.26651e-07;-0.00297085;73517.0;4.90394e-06;4.73315e-11;;0.00000;0.00000;1.04541e-10
qi-data-2022.04.19-11.00.07.659_0883.jpk-qi-series;883;9.14063e-06;-8.67187e-06;1.02955e-07;0.000838777;18199.4;5.78999e-06;-1.00181e-10;;0.00000;0.00000;7.34101e-10
qi-data-2022.04.19-11.00.07.659_0884.jpk-qi-series;884;9.60937e-06;-8.67187e-06;9.93456e-08;0.00137748;41264.7;4.48388e-06;3.67585e-10;;0.00000;0.00000;6.98511e-10
qi-data-2022.04.19-11.00.07.659_0885.jpk-qi-series;885;1.00781e-05;-8.67187e-06;9.24313e-08;0.00254627;53524.5;3.99680e-06;1.09029e-10;;0.00000;0.00000;3.37516e-10
qi-data-2022.04.19-11.00.07.659_0886.jpk-qi-series;886;1.05469e-05;-8.67187e-06;9.14276e-08;0.00270759;63322.2;3.41639e-06;-9.90926e-11;;0.00000;0.00000;3.41285e-10
qi-data-2022.04.19-11.00.07.659_0887.jpk-qi-series;887;1.10156e-05;-8.67187e-06;9.06837e-08;0.00282272;84649.2;2.78819e-06;-4.69183e-11;;0.00000;0.00000;4.94614e-10
qi-data-2022.04.19-11.00.07.659_0888.jpk-qi-series;888;1.14844e-05;-8.67187e-06;9.08002e-08;0.00279200;74824.6;2.36532e-06;-1.75110e-10;;0.00000;0.00000;4.15391e-10
qi-data-2022.04.19-11.00.07.659_0889.jpk-qi-series;889;1.19531e-05;-8.67187e-06;9.01284e-08;0.00291530;68764.4;1.96507e-06;-7.60933e-11;;0.00000;0.00000;4.42409e-10
qi-data-2022.04.19-11.00.07.659_0890.jpk-qi-series;890;1.24219e-05;-8.67187e-06;8.95170e-08;0.00300474;49234.2;1.61646e-06;9.03212e-11;;0.00000;0.00000;8.95183e-10
qi-data-2022.04.19-11.00.07.659_0891.jpk-qi-series;891;1.28906e-05;-8.67187e-06;9.02889e-08;0.00282999;251646;2.59617e-07;-1.45983e-10;;0.00000;0.00000;9.42193e-10
