Filename;Position Index;X Position;Y Position;Baseline Offset [N];Baseline Slope [N/m];Young's Modulus [Pa];Contact Point [m];Baseline [N];Discontinuity Position;Discontinuity Width [m];Adhesion [N];ResidualRMS [N]
qi-data-2022.04.19-11.00.07.659_0000.jpk-qi-series;0;-1.47656e-05;-1.47656e-05;9.48035e-08;0.00298306;1.12760e+07;-1.86571e-07;5.19243e-11;;0.00000;0.00000;2.87190e-10
qi-data-2022.04.19-11.00.07.659_0001.jpk-qi-series;1;-1.42969e-05;-1.47656e-05;9.51449e-08;0.00301713;9.91729e+06;-1.86726e-07;-1.80889e-10;;0.00000;0.00000;1.59251e-10
qi-data-2022.04.19-11.00.07.659_0002.jpk-qi-series;2;-1.38281e-05;-1.47656e-05;9.52647e-08;0.00297268;1.11670e+07;-1.87740e-07;-2.74131e-10;;0.00000;0.00000;2.59314e-10
qi-data-2022.04.19-11.00.07.659_0003.jpk-qi-series;3;-1.33594e-05;-1.47656e-05;9.53340e-08;0.00293001;9.82594e+06;-1.89299e-07;-3.13124e-10;;0.00000;0.00000;2.83198e-10
qi-data-2022.04.19-11.00.07.659_0004.jpk-qi-series;4;-1.28906e-05;-1.47656e-05;9.54051e-08;0.00291432;9.66009e+06;-1.88579e-07;-3.68521e-10;;0.00000;0.00000;3.22840e-10
qi-data-2022.04.19-11.00.07.659_0005.jpk-qi-series;5;-1.24219e-05;-1.47656e-05;9.50683e-08;0.00297299;1.02681e+07;-1.90321e-07;-2.83701e-10;;0.00000;0.00000;2.55738e-10
qi-data-2022.04.19-11.00.07.659_0006.jpk-qi-series;6;-1.19531e-05;-1.47656e-05;9.53047e-08;0.00289795;8.94645e+06;-1.86894e-07;-4.23108e-10;;0.00000;0.00000;3.66517e-10
qi-data-2022.04.19-11.00.07.659_0007.jpk-qi-series;7;-1.14844e-05;-1.47656e-05;9.49404e-08;0.00295117;1.07145e+07;-1.87784e-07;-2.70218e-10;;0.00000;0.00000;2.52418e-10
qi-data-2022.04.19-11.00.07.659_0008.jpk-qi-series;8;-1.10156e-05;-1.47656e-05;9.47033e-08;0.00299285;9.95457e+06;-1.79296e-07;-2.05188e-10;;0.00000;0.00000;1.99059e-10
qi-data-2022.04.19-11.00.07.659_0009.jpk-qi-series;9;-1.05469e-05;-1.47656e-05;9.50568e-08;0.00291548;9.41021e+06;-1.79554e-07;-3.36151e-10;;0.00000;0.00000;3.09059e-10
qi-data-2022.04.19-11.00.07.659_0010.jpk-qi-series;10;-1.00781e-05;-1.47656e-05;9.43877e-08;0.00303011;1.02162e+07;-1.79592e-07;-1.39386e-10;;0.00000;0.00000;1.54709e-10
qi-data-2022.04.19-11.00.07.659_0011.jpk-qi-series;11;-9.60937e-06;-1.47656e-05;9.49153e-08;0.00290514;1.11325e+07;-1.78203e-07;-3.64327e-10;;0.00000;0.00000;3.21762e-10
qi-data-2022.04.19-11.00.07.659_0012.jpk-qi-series;12;-9.14063e-06;-1.47656e-05;9.44520e-08;0.00298135;9.47130e+06;-1.79458e-07;-1.91044e-10;;0.00000;0.00000;2.06542e-10
qi-data-2022.04.19-11.00.07.659_0013.jpk-qi-series;13;-8.67187e-06;-1.47656e-05;9.43661e-08;0.00298793;1.07724e+07;-1.82118e-07;-1.97648e-10;;0.00000;0.00000;1.82189e-10
qi-data-2022.04.19-11.00.07.659_0014.jpk-qi-series;14;-8.20313e-06;-1.47656e-05;9.46268e-08;0.00291591;1.01283e+07;-1.81499e-07;-2.24771e-10;;0.00000;0.00000;2.01810e-10
qi-data-2022.04.19-11.00.07.659_0015.jpk-qi-series;15;-7.73438e-06;-1.47656e-05;9.48155e-08;0.00285793;9.55085e+06;-1.78901e-07;1.41179e-10;;0.00000;0.00000;5.50623e-10
qi-data-2022.04.19-11.00.07.659_0016.jpk-qi-series;16;-7.26562e-06;-1.47656e-05;9.46541e-08;0.00286510;79206.0;1.28272e-06;1.86487e-10;;0.00000;0.00000;8.55855e-10
qi-data-2022.04.19-11.00.07.659_0017.jpk-qi-series;17;-6.79687e-06;-1.47656e-05;9.43401e-08;0.00294721;42856.5;1.78233e-06;2.14149e-10;;0.00000;0.00000;9.97408e-10
qi-data-2022.04.19-11.00.07.659_0018.jpk-qi-series;18;-6.32813e-06;-1.47656e-05;9.42519e-08;0.00294465;24245.2;2.82161e-06;7.73025e-11;;0.00000;0.00000;5.48472e-10
qi-data-2022.04.19-11.00.07.659_0019.jpk-qi-series;19;-5.85938e-06;-1.47656e-05;9.40980e-08;0.00296532;16179.0;3.81707e-06;-9.85885e-11;;0.00000;0.00000;7.20804e-10
qi-data-2022.04.19-11.00.07.659_0020.jpk-qi-series;20;-5.39062e-06;-1.47656e-05;9.44565e-08;0.00285279;36172.7;3.21475e-06;3.52925e-11;;0.00000;0.00000;5.57154e-10
qi-data-2022.04.19-11.00.07.659_0021.jpk-qi-series;21;-4.92187e-06;-1.47656e-05;9.47746e-08;0.00280609;39656.0;3.38580e-06;3.21322e-11;;0.00000;0.00000;2.18432e-10
qi-data-2022.04.19-11.00.07.659_0022.jpk-qi-series;22;-4.45313e-06;-1.47656e-05;9.41398e-08;0.00292243;36157.9;3.59716e-06;3.82541e-11;;0.00000;0.00000;2.47529e-10
qi-data-2022.04.19-11.00.07.659_0023.jpk-qi-series;23;-3.98438e-06;-1.47656e-05;9.38724e-08;0.00295924;40302.8;3.70671e-06;6.75758e-11;;0.00000;0.00000;2.31224e-10
qi-data-2022.04.19-11.00.07.659_0024.jpk-qi-series;24;-3.51562e-06;-1.47656e-05;9.51571e-08;0.00269345;38353.7;3.81598e-06;7.99279e-13;;0.00000;0.00000;2.76945e-10
qi-data-2022.04.19-11.00.07.659_0025.jpk-qi-series;25;-3.04687e-06;-1.47656e-05;1.02807e-07;0.00112035;47691.6;3.40002e-06;-4.76345e-10;;0.00000;0.00000;4.15946e-10
qi-data-2022.04.19-11.00.07.659_0026.jpk-qi-series;26;-2.57813e-06;-1.47656e-05;9.47871e-08;0.00273193;42787.5;3.95127e-06;9.73899e-11;;0.00000;0.00000;3.38069e-10
qi-data-2022.04.19-11.00.07.659_0027.jpk-qi-series;27;-2.10938e-06;-1.47656e-05;9.46927e-08;0.00274697;39126.0;4.24187e-06;7.80533e-11;;0.00000;0.00000;2.60110e-10
qi-data-2022.04.19-11.00.07.659_0028.jpk-qi-series;28;-1.64062e-06;-1.47656e-05;9.48824e-08;0.00271141;40122.5;4.34836e-06;1.43543e-11;;0.00000;0.00000;2.36586e-10
qi-data-2022.04.19-11.00.07.659_0029.jpk-qi-series;29;-1.17187e-06;-1.47656e-05;9.46974e-08;0.00272363;42308.5;4.37096e-06;5.20655e-11;;0.00000;0.00000;2.69699e-10
qi-data-2022.04.19-11.00.07.659_0030.jpk-qi-series;30;-7.03125e-07;-1.47656e-05;9.40278e-08;0.00282300;44989.4;4.47375e-06;7.80119e-11;;0.00000;0.00000;2.52851e-10
qi-data-2022.04.19-11.00.07.659_0031.jpk-qi-series;31;-2.34375e-07;-1.47656e-05;9.49054e-08;0.00266333;43451.8;4.61188e-06;-2.66965e-11;;0.00000;0.00000;1.24350e-10
qi-data-2022.04.19-11.00.07.659_0032.jpk-qi-series;32;2.34375e-07;-1.47656e-05;9.47716e-08;0.00266864;39800.1;4.57980e-06;-3.49401e-12;;0.00000;0.00000;2.28805e-10
qi-data-2022.04.19-11.00.07.659_0033.jpk-qi-series;33;7.03125e-07;-1.47656e-05;9.46086e-08;0.00267791;42282.2;4.41637e-06;6.62968e-11;;0.00000;0.00000;2.73033e-10
qi-data-2022.04.19-11.00.07.659_0034.jpk-qi-series;34;1.17187e-06;-1.47656e-05;9.44523e-08;0.00269562;28773.1;4.50632e-06;3.19370e-11;;0.00000;0.00000;1.91463e-10
qi-data-2022.04.19-11.00.07.659_0035.jpk-qi-series;35;1.64063e-06;-1.47656e-05;9.42876e-08;0.00271383;28872.1;4.05562e-06;2.01960e-10;;0.00000;0.00000;5.72344e-10
qi-data-2022.04.19-11.00.07.659_0036.jpk-qi-series;36;2.10937e-06;-1.47656e-05;9.36641e-08;0.00280960;32238.9;3.65375e-06;2.51698e-10;;0.00000;0.00000;6.14475e-10
qi-data-2022.04.19-11.00.07.659_0037.jpk-qi-series;37;2.57813e-06;-1.47656e-05;9.32069e-08;0.00288382;45768.0;3.02534e-06;3.89236e-10;;0.00000;0.00000;6.69592e-10
qi-data-2022.04.19-11.00.07.659_0038.jpk-qi-series;38;3.04688e-06;-1.47656e-05;9.31743e-08;0.00287632;55572.5;2.59332e-06;1.50114e-10;;0.00000;0.00000;4.59841e-10
qi-data-2022.04.19-11.00.07.659_0039.jpk-qi-series;39;3.51562e-06;-1.47656e-05;9.30258e-08;0.00288512;56387.8;2.35776e-06;-6.47823e-11;;0.00000;0.00000;2.25931e-10
qi-data-2022.04.19-11.00.07.659_0040.jpk-qi-series;40;3.98438e-06;-1.47656e-05;9.27080e-08;0.00291801;53600.1;2.19523e-06;-8.71245e-11;;0.00000;0.00000;1.43654e-10
qi-data-2022.04.19-11.00.07.659_0041.jpk-qi-series;41;4.45312e-06;-1.47656e-05;9.27949e-08;0.00290643;59133.2;1.92987e-06;-1.34195e-10;;0.00000;0.00000;1.63719e-10
qi-data-2022.04.19-11.00.07.659_0042.jpk-qi-series;42;4.92187e-06;-1.47656e-05;9.25592e-08;0.00293310;54579.6;1.68302e-06;-1.16446e-10;;0.00000;0.00000;2.59386e-10
qi-data-2022.04.19-11.00.07.659_0043.jpk-qi-series;43;5.39063e-06;-1.47656e-05;9.24261e-08;0.00293411;58596.1;1.35957e-06;-1.27897e-10;;0.00000;0.00000;4.09138e-10
qi-data-2022.04.19-11.00.07.659_0044.jpk-qi-series;44;5.85937e-06;-1.47656e-05;9.24838e-08;0.00289641;71873.3;9.87265e-07;-1.83216e-10;;0.00000;0.00000;6.22582e-10
qi-data-2022.04.19-11.00.07.659_0045.jpk-qi-series;45;6.32813e-06;-1.47656e-05;9.23469e-08;0.00290585;91113.2;6.90468e-07;-1.68773e-10;;0.00000;0.00000;8.15547e-10
qi-data-2022.04.19-11.00.07.659_0046.jpk-qi-series;46;6.79688e-06;-1.47656e-05;9.25281e-08;0.00286968;294782;1.93893e-07;-1.95694e-10;;0.00000;0.00000;9.10578e-10
qi-data-2022.04.19-11.00.07.659_0047.jpk-qi-series;47;7.26562e-06;-1.47656e-05;9.24505e-08;0.00287296;7.52802e+06;-1.72730e-07;-1.97657e-10;;0.00000;0.00000;5.23152e-10
qi-data-2022.04.19-11.00.07.659_0048.jpk-qi-series;48;7.73438e-06;-1.47656e-05;9.23164e-08;0.00289136;9.97273e+06;-1.87197e-07;-3.48082e-10;;0.00000;0.00000;3.15727e-10
qi-data-2022.04.19-11.00.07.659_0049.jpk-qi-series;49;8.20312e-06;-1.47656e-05;9.18269e-08;0.00296001;1.02005e+07;-1.95357e-07;-1.87474e-10;;0.00000;0.00000;1.97263e-10
qi-data-2022.04.19-11.00.07.659_0050.jpk-qi-series;50;8.67187e-06;-1.47656e-05;9.22020e-08;0.00287641;1.05608e+07;-1.99663e-07;-3.82665e-10;;0.00000;0.00000;3.50390e-10
qi-data-2022.04.19-11.00.07.659_0051.jpk-qi-series;51;9.14063e-06;-1.47656e-05;9.22505e-08;0.00285054;1.20293e+07;-2.04567e-07;-4.52346e-10;;0.00000;0.00000;3.96802e-10
qi-data-2022.04.19-11.00.07.659_0052.jpk-qi-series;52;9.60937e-06;-1.47656e-05;9.18350e-08;0.00291272;9.53227e+06;-1.96983e-07;-3.22117e-10;;0.00000;0.00000;2.99554e-10
qi-data-2022.04.19-11.00.07.659_0053.jpk-qi-series;53;1.00781e-05;-1.47656e-05;9.20303e-08;0.00284204;1.08917e+07;-1.99117e-07;-4.53052e-10;;0.00000;0.00000;4.04468e-10
qi-data-2022.04.19-11.00.07.659_0054.jpk-qi-series;54;1.05469e-05;-1.47656e-05;9.21017e-08;0.00280837;1.15744e+07;-1.97411e-07;-4.85723e-10;;0.00000;0.00000;4.37468e-10
qi-data-2022.04.19-11.00.07.659_0055.jpk-qi-series;55;1.10156e-05;-1.47656e-05;9.18503e-08;0.00286008;1.10778e+07;-1.95405e-07;-4.43913e-10;;0.00000;0.00000;4.04706e-10
qi-data-2022.04.19-11.00.07.659_0056.jpk-qi-series;56;1.14844e-05;-1.47656e-05;9.17976e-08;0.00283525;1.18179e+07;-1.95216e-07;-4.42389e-10;;0.00000;0.00000;4.11373e-10
qi-data-2022.04.19-11.00.07.659_0057.jpk-qi-series;57;1.19531e-05;-1.47656e-05;9.17527e-08;0.00283927;1.07553e+07;-1.89729e-07;-4.72710e-10;;0.00000;0.00000;4.18878e-10
qi-data-2022.04.19-11.00.07.659_0058.jpk-qi-series;58;1.24219e-05;-1.47656e-05;9.15985e-08;0.00284497;1.15954e+07;-2.00522e-07;-4.20903e-10;;0.00000;0.00000;3.82227e-10
qi-data-2022.04.19-11.00.07.659_0059.jpk-qi-series;59;1.28906e-05;-1.47656e-05;9.11468e-08;0.00291437;1.04079e+07;-1.97313e-07;-3.34560e-10;;0.00000;0.00000;3.03751e-10
qi-data-2022.04.19-11.00.07.659_0060.jpk-qi-series;60;1.33594e-05;-1.47656e-05;9.13538e-08;0.00284613;1.08776e+07;-2.00940e-07;-4.00631e-10;;0.00000;0.00000;3.85211e-10
qi-data-2022.04.19-11.00.07.659_0061.jpk-qi-series;61;1.38281e-05;-1.47656e-05;9.10570e-08;0.00289102;1.04339e+07;-1.93335e-07;-3.29347e-10;;0.00000;0.00000;3.11811e-10
qi-data-2022.04.19-11.00.07.659_0062.jpk-qi-series;62;1.42969e-05;-1.47656e-05;9.10946e-08;0.00287253;1.07068e+07;-1.94600e-07;-3.35995e-10;;0.00000;0.00000;3.26336e-10
qi-data-2022.04.19-11.00.07.659_0063.jpk-qi-series;63;1.47656e-05;-1.47656e-05;9.10621e-08;0.00287502;9.76051e+06;-1.94556e-07;-3.50393e-10;;0.00000;0.00000;3.47629e-10
qi-data-2022.04.19-11.00.07.659_0064.jpk-qi-series;64;-1.47656e-05;-1.42969e-05;9.49006e-08;0.00299391;1.17569e+07;-1.45822e-07;-2.37067e-11;;0.00000;0.00000;1.05281e-10
qi-data-2022.04.19-11.00.07.659_0065.jpk-qi-series;65;-1.42969e-05;-1.42969e-05;9.57236e-08;0.00289722;1.06602e+07;-1.52149e-07;-3.39852e-10;;0.00000;0.00000;3.19947e-10
qi-data-2022.04.19-11.00.07.659_0066.jpk-qi-series;66;-1.38281e-05;-1.42969e-05;9.54752e-08;0.00291697;1.11746e+07;-1.53333e-07;-3.41198e-10;;0.00000;0.00000;3.09640e-10
qi-data-2022.04.19-11.00.07.659_0067.jpk-qi-series;67;-1.33594e-05;-1.42969e-05;9.56136e-08;0.00287057;1.11029e+07;-1.54880e-07;-3.87011e-10;;0.00000;0.00000;3.55089e-10
qi-data-2022.04.19-11.00.07.659_0068.jpk-qi-series;68;-1.28906e-05;-1.42969e-05;9.53395e-08;0.00292147;9.56898e+06;-1.54910e-07;-3.56877e-10;;0.00000;0.00000;3.21761e-10
qi-data-2022.04.19-11.00.07.659_0069.jpk-qi-series;69;-1.24219e-05;-1.42969e-05;9.53055e-08;0.00288608;1.00816e+07;-1.53446e-07;-3.72656e-10;;0.00000;0.00000;3.45010e-10
qi-data-2022.04.19-11.00.07.659_0070.jpk-qi-series;70;-1.19531e-05;-1.42969e-05;9.50898e-08;0.00292773;1.09108e+07;-1.51364e-07;-3.28558e-10;;0.00000;0.00000;3.00190e-10
qi-data-2022.04.19-11.00.07.659_0071.jpk-qi-series;71;-1.14844e-05;-1.42969e-05;9.47994e-08;0.00297397;1.13853e+07;-1.51488e-07;-2.15160e-10;;0.00000;0.00000;2.09576e-10
qi-data-2022.04.19-11.00.07.659_0072.jpk-qi-series;72;-1.10156e-05;-1.42969e-05;9.51449e-08;0.00291339;1.06648e+07;-1.51197e-07;-3.50244e-10;;0.00000;0.00000;3.14153e-10
qi-data-2022.04.19-11.00.07.659_0073.jpk-qi-series;73;-1.05469e-05;-1.42969e-05;9.50666e-08;0.00289940;9.13919e+06;-1.43372e-07;-3.94352e-10;;0.00000;0.00000;3.61328e-10
qi-data-2022.04.19-11.00.07.659_0074.jpk-qi-series;74;-1.00781e-05;-1.42969e-05;9.48281e-08;0.00292398;9.38561e+06;-1.45366e-07;-3.30676e-10;;0.00000;0.00000;3.07620e-10
qi-data-2022.04.19-11.00.07.659_0075.jpk-qi-series;75;-9.60937e-06;-1.42969e-05;9.48104e-08;0.00293050;1.00815e+07;-1.51774e-07;-3.10741e-10;;0.00000;0.00000;2.99784e-10
qi-data-2022.04.19-11.00.07.659_0076.jpk-qi-series;76;-9.14063e-06;-1.42969e-05;9.47456e-08;0.00293426;1.05861e+07;-1.51451e-07;-3.03499e-10;;0.00000;0.00000;2.68001e-10
qi-data-2022.04.19-11.00.07.659_0077.jpk-qi-series;77;-8.67187e-06;-1.42969e-05;9.46274e-08;0.00293012;9.78627e+06;-1.53612e-07;-2.95848e-10;;0.00000;0.00000;2.77849e-10
qi-data-2022.04.19-11.00.07.659_0078.jpk-qi-series;78;-8.20313e-06;-1.42969e-05;9.45230e-08;0.00295083;8.74051e+06;-1.51848e-07;-2.29770e-10;;0.00000;0.00000;2.21811e-10
qi-data-2022.04.19-11.00.07.659_0079.jpk-qi-series;79;-7.73438e-06;-1.42969e-05;9.45753e-08;0.00292145;9.94256e+06;-1.58375e-07;-1.14573e-10;;0.00000;0.00000;1.92584e-10
qi-data-2022.04.19-11.00.07.659_0080.jpk-qi-series;80;-7.26562e-06;-1.42969e-05;9.45390e-08;0.00292076;8.56812e+06;-1.52315e-07;9.39927e-10;;0.00000;0.00000;2.05548e-09
qi-data-2022.04.19-11.00.07.659_0081.jpk-qi-series;81;-6.79687e-06;-1.42969e-05;9.44967e-08;0.00291515;86706.6;1.27157e-06;1.98178e-10;;0.00000;0.00000;8.63143e-10
qi-data-2022.04.19-11.00.07.659_0082.jpk-qi-series;82;-6.32813e-06;-1.42969e-05;9.39076e-08;0.00302893;56013.4;1.65489e-06;4.18096e-10;;0.00000;0.00000;1.14837e-09
qi-data-2022.04.19-11.00.07.659_0083.jpk-qi-series;83;-5.85938e-06;-1.42969e-05;9.46723e-08;0.00285334;25697.7;2.67628e-06;1.44159e-10;;0.00000;0.00000;1.06934e-09
qi-data-2022.04.19-11.00.07.659_0084.jpk-qi-series;84;-5.39062e-06;-1.42969e-05;9.40538e-08;0.00296766;27381.0;3.17938e-06;1.31305e-10;;0.00000;0.00000;3.18602e-10
qi-data-2022.04.19-11.00.07.659_0085.jpk-qi-series;85;-4.92187e-06;-1.42969e-05;9.39995e-08;0.00294493;33769.5;3.15321e-06;2.28773e-10;;0.00000;0.00000;4.30339e-10
qi-data-2022.04.19-11.00.07.659_0086.jpk-qi-series;86;-4.45313e-06;-1.42969e-05;9.43812e-08;0.00287100;40397.6;3.44699e-06;1.79442e-10;;0.00000;0.00000;3.88688e-10
qi-data-2022.04.19-11.00.07.659_0087.jpk-qi-series;87;-3.98438e-06;-1.42969e-05;9.47650e-08;0.00279397;40281.2;3.63253e-06;1.24926e-10;;0.00000;0.00000;4.09159e-10
qi-data-2022.04.19-11.00.07.659_0088.jpk-qi-series;88;-3.51562e-06;-1.42969e-05;9.42022e-08;0.00290009;39042.5;3.90035e-06;6.75559e-11;;0.00000;0.00000;2.32514e-10
qi-data-2022.04.19-11.00.07.659_0089.jpk-qi-series;89;-3.04687e-06;-1.42969e-05;9.44632e-08;0.00283681;34042.1;4.03029e-06;1.30277e-10;;0.00000;0.00000;4.51254e-10
qi-data-2022.04.19-11.00.07.659_0090.jpk-qi-series;90;-2.57813e-06;-1.42969e-05;9.51043e-08;0.00270398;38040.9;4.21209e-06;1.74102e-10;;0.00000;0.00000;4.26475e-10
qi-data-2022.04.19-11.00.07.659_0091.jpk-qi-series;91;-2.10938e-06;-1.42969e-05;9.47413e-08;0.00275112;35273.0;4.57491e-06;3.81982e-11;;0.00000;0.00000;1.79447e-10
qi-data-2022.04.19-11.00.07.659_0092.jpk-qi-series;92;-1.64062e-06;-1.42969e-05;9.51008e-08;0.00267241;49327.3;4.43779e-06;1.47858e-10;;0.00000;0.00000;3.18971e-10
qi-data-2022.04.19-11.00.07.659_0093.jpk-qi-series;93;-1.17187e-06;-1.42969e-05;9.50481e-08;0.00267839;51766.3;4.49701e-06;1.99635e-10;;0.00000;0.00000;3.53472e-10
qi-data-2022.04.19-11.00.07.659_0094.jpk-qi-series;94;-7.03125e-07;-1.42969e-05;9.58085e-08;0.00252018;51152.4;4.57870e-06;2.10659e-10;;0.00000;0.00000;2.97256e-10
qi-data-2022.04.19-11.00.07.659_0095.jpk-qi-series;95;-2.34375e-07;-1.42969e-05;9.53220e-08;0.00259333;52938.3;4.66308e-06;1.06512e-10;;0.00000;0.00000;2.89532e-10
qi-data-2022.04.19-11.00.07.659_0096.jpk-qi-series;96;2.34375e-07;-1.42969e-05;9.49298e-08;0.00264159;42868.1;4.84735e-06;5.84697e-11;;0.00000;0.00000;2.62975e-10
qi-data-2022.04.19-11.00.07.659_0097.jpk-qi-series;97;7.03125e-07;-1.42969e-05;9.54396e-08;0.00256245;47137.4;4.70542e-06;1.31137e-10;;0.00000;0.00000;4.15042e-10
qi-data-2022.04.19-11.00.07.659_0098.jpk-qi-series;98;1.17187e-06;-1.42969e-05;9.46421e-08;0.00269045;45760.2;4.66752e-06;1.98621e-10;;0.00000;0.00000;4.06033e-10
qi-data-2022.04.19-11.00.07.659_0099.jpk-qi-series;99;1.64063e-06;-1.42969e-05;9.42107e-08;0.00274829;35692.6;4.71766e-06;8.99499e-11;;0.00000;0.00000;2.06555e-10
qi-data-2022.04.19-11.00.07.659_0100.jpk-qi-series;100;2.10937e-06;-1.42969e-05;9.43244e-08;0.00273294;37646.7;4.40993e-06;1.57754e-10;;0.00000;0.00000;5.95453e-10
qi-data-2022.04.19-11.00.07.659_0101.jpk-qi-series;101;2.57813e-06;-1.42969e-05;9.34684e-08;0.00286167;26765.8;4.48583e-06;4.44563e-11;;0.00000;0.00000;8.21734e-10
qi-data-2022.04.19-11.00.07.659_0102.jpk-qi-series;102;3.04688e-06;-1.42969e-05;9.37550e-08;0.00278929;38641.3;3.50387e-06;3.11314e-10;;0.00000;0.00000;8.33498e-10
qi-data-2022.04.19-11.00.07.659_0103.jpk-qi-series;103;3.51562e-06;-1.42969e-05;9.28546e-08;0.00293648;52600.5;3.02484e-06;3.02161e-10;;0.00000;0.00000;5.75644e-10
qi-data-2022.04.19-11.00.07.659_0104.jpk-qi-series;104;3.98438e-06;-1.42969e-05;9.31489e-08;0.00286464;58351.4;2.72196e-06;7.76184e-11;;0.00000;0.00000;3.86928e-10
qi-data-2022.04.19-11.00.07.659_0105.jpk-qi-series;105;4.45312e-06;-1.42969e-05;9.29480e-08;0.00287670;55243.3;2.51503e-06;-7.31851e-11;;0.00000;0.00000;2.87196e-10
qi-data-2022.04.19-11.00.07.659_0106.jpk-qi-series;106;4.92187e-06;-1.42969e-05;9.20890e-08;0.00301940;57388.7;2.22120e-06;3.12338e-12;;0.00000;0.00000;2.25423e-10
qi-data-2022.04.19-11.00.07.659_0107.jpk-qi-series;107;5.39063e-06;-1.42969e-05;9.21803e-08;0.00300272;61075.4;1.85487e-06;-5.63640e-11;;0.00000;0.00000;2.41273e-10
qi-data-2022.04.19-11.00.07.659_0108.jpk-qi-series;108;5.85937e-06;-1.42969e-05;9.23368e-08;0.00293856;61993.7;1.56193e-06;-1.41303e-10;;0.00000;0.00000;3.67334e-10
qi-data-2022.04.19-11.00.07.659_0109.jpk-qi-series;109;6.32813e-06;-1.42969e-05;9.22827e-08;0.00292925;66325.1;1.25345e-06;-1.73318e-10;;0.00000;0.00000;6.21989e-10
qi-data-2022.04.19-11.00.07.659_0110.jpk-qi-series;110;6.79688e-06;-1.42969e-05;9.22353e-08;0.00291928;78465.1;9.30347e-07;-1.79008e-10;;0.00000;0.00000;8.86238e-10
qi-data-2022.04.19-11.00.07.659_0111.jpk-qi-series;111;7.26562e-06;-1.42969e-05;9.24756e-08;0.00286725;205600;3.42039e-07;-2.10665e-10;;0.00000;0.00000;1.05164e-09
qi-data-2022.04.19-11.00.07.659_0112.jpk-qi-series;112;7.73438e-06;-1.42969e-05;9.21819e-08;0.00291911;7.88027e+06;-1.50379e-07;-1.81643e-10;;0.00000;0.00000;5.57288e-10
qi-data-2022.04.19-11.00.07.659_0113.jpk-qi-series;113;8.20312e-06;-1.42969e-05;9.18886e-08;0.00296044;1.00058e+07;-1.67849e-07;-2.32950e-10;;0.00000;0.00000;2.48141e-10
qi-data-2022.04.19-11.00.07.659_0114.jpk-qi-series;114;8.67187e-06;-1.42969e-05;9.18615e-08;0.00295374;9.79348e+06;-1.73549e-07;-2.70612e-10;;0.00000;0.00000;2.61858e-10
qi-data-2022.04.19-11.00.07.659_0115.jpk-qi-series;115;9.14063e-06;-1.42969e-05;9.22390e-08;0.00285376;1.04498e+07;-1.79683e-07;-4.37286e-10;;0.00000;0.00000;4.04431e-10
qi-data-2022.04.19-11.00.07.659_0116.jpk-qi-series;116;9.60937e-06;-1.42969e-05;9.16424e-08;0.00296259;9.80016e+06;-1.76183e-07;-2.44641e-10;;0.00000;0.00000;2.48223e-10
qi-data-2022.04.19-11.00.07.659_0117.jpk-qi-series;117;1.00781e-05;-1.42969e-05;9.19429e-08;0.00289770;1.05811e+07;-1.72085e-07;-3.74488e-10;;0.00000;0.00000;3.39544e-10
qi-data-2022.04.19-11.00.07.659_0118.jpk-qi-series;118;1.05469e-05;-1.42969e-05;9.15842e-08;0.00295695;1.06789e+07;-1.74863e-07;-2.65080e-10;;0.00000;0.00000;2.59925e-10
qi-data-2022.04.19-11.00.07.659_0119.jpk-qi-series;119;1.10156e-05;-1.42969e-05;9.17440e-08;0.00289775;1.04745e+07;-1.72885e-07;-3.81671e-10;;0.00000;0.00000;3.52314e-10
qi-data-2022.04.19-11.00.07.659_0120.jpk-qi-series;120;1.14844e-05;-1.42969e-05;9.15903e-08;0.00291662;1.14942e+07;-1.73283e-07;-3.44604e-10;;0.00000;0.00000;3.21470e-10
qi-data-2022.04.19-11.00.07.659_0121.jpk-qi-series;121;1.19531e-05;-1.42969e-05;9.16576e-08;0.00288466;1.08519e+07;-1.74411e-07;-3.93501e-10;;0.00000;0.00000;3.48450e-10
qi-data-2022.04.19-11.00.07.659_0122.jpk-qi-series;122;1.24219e-05;-1.42969e-05;9.16174e-08;0.00288626;1.19682e+07;-1.79276e-07;-3.99089e-10;;0.00000;0.00000;3.70397e-10
qi-data-2022.04.19-11.00.07.659_0123.jpk-qi-series;123;1.28906e-05;-1.42969e-05;9.12970e-08;0.00294938;1.03726e+07;-1.80192e-07;-2.94577e-10;;0.00000;0.00000;2.68744e-10
qi-data-2022.04.19-11.00.07.659_0124.jpk-qi-series;124;1.33594e-05;-1.42969e-05;9.16904e-08;0.00284610;1.11316e+07;-1.81230e-07;-4.62903e-10;;0.00000;0.00000;4.28042e-10
qi-data-2022.04.19-11.00.07.659_0125.jpk-qi-series;125;1.38281e-05;-1.42969e-05;9.14473e-08;0.00288837;1.19959e+07;-1.78659e-07;-4.08480e-10;;0.00000;0.00000;3.83725e-10
qi-data-2022.04.19-11.00.07.659_0126.jpk-qi-series;126;1.42969e-05;-1.42969e-05;9.12847e-08;0.00289647;1.15982e+07;-1.77377e-07;-3.82062e-10;;0.00000;0.00000;3.51538e-10
qi-data-2022.04.19-11.00.07.659_0127.jpk-qi-series;127;1.47656e-05;-1.42969e-05;9.10941e-08;0.00290048;1.08908e+07;-1.77188e-07;-3.81754e-10;;0.00000;0.00000;3.63794e-10
