Filename;Position Index;X Position;Y Position;Baseline Offset [N];Baseline Slope [N/m];Young's Modulus [Pa];Contact Point [m];Baseline [N];Discontinuity Position;Discontinuity Width [m];Adhesion [N];ResidualRMS [N]
qi-data-2022.04.20-09.44.26.389_0000.jpk-qi-series;0;-1.47656e-05;-1.47656e-05;9.64577e-08;0.00243378;4.57316e+06;-1.98089e-07;4.27168e-10;;0.00000;0.00000;1.20370e-09
qi-data-2022.04.20-09.44.26.389_0001.jpk-qi-series;1;-1.42969e-05;-1.47656e-05;9.85142e-08;0.00304678;4.71056e+06;-1.90359e-07;-6.58588e-10;;0.00000;0.00000;6.95070e-10
qi-data-2022.04.20-09.44.26.389_0002.jpk-qi-series;2;-1.38281e-05;-1.47656e-05;9.89217e-08;0.00293532;4.90721e+06;-1.86839e-07;-7.96585e-10;;0.00000;0.00000;7.97026e-10
qi-data-2022.04.20-09.44.26.389_0003.jpk-qi-series;3;-1.33594e-05;-1.47656e-05;9.92385e-08;0.00286727;4.65619e+06;-1.96700e-07;-9.36602e-10;;0.00000;0.00000;9.16850e-10
qi-data-2022.04.20-09.44.26.389_0004.jpk-qi-series;4;-1.28906e-05;-1.47656e-05;9.87292e-08;0.00295759;2.94479e+06;-1.57470e-07;-6.77492e-10;;0.00000;0.00000;7.12661e-10
qi-data-2022.04.20-09.44.26.389_0005.jpk-qi-series;5;-1.24219e-05;-1.47656e-05;9.85929e-08;0.00295026;4.32640e+06;-1.95542e-07;-6.73164e-10;;0.00000;0.00000;7.68249e-10
qi-data-2022.04.20-09.44.26.389_0006.jpk-qi-series;6;-1.19531e-05;-1.47656e-05;9.92770e-08;0.00278120;3.94327e+06;-2.06331e-07;-8.28557e-10;;0.00000;0.00000;8.58418e-10
qi-data-2022.04.20-09.44.26.389_0007.jpk-qi-series;7;-1.14844e-05;-1.47656e-05;9.80286e-08;0.00307037;3.84156e+06;-1.91314e-07;-4.58568e-10;;0.00000;0.00000;6.39912e-10
qi-data-2022.04.20-09.44.26.389_0008.jpk-qi-series;8;-1.10156e-05;-1.47656e-05;9.77231e-08;0.00311366;5.85136e+06;-2.23536e-07;-4.41659e-10;;0.00000;0.00000;6.04156e-10
qi-data-2022.04.20-09.44.26.389_0009.jpk-qi-series;9;-1.05469e-05;-1.47656e-05;9.79892e-08;0.00305003;1.41206e+07;-2.57210e-07;-5.53597e-10;;0.00000;0.00000;6.86589e-10
qi-data-2022.04.20-09.44.26.389_0010.jpk-qi-series;10;-1.00781e-05;-1.47656e-05;9.79452e-08;0.00302497;7.81034e+06;-2.39251e-07;-4.40212e-10;;0.00000;0.00000;8.39326e-10
qi-data-2022.04.20-09.44.26.389_0011.jpk-qi-series;11;-9.60937e-06;-1.47656e-05;9.80043e-08;0.00299240;1.68542e+06;-9.83433e-08;-5.64991e-10;;0.00000;0.00000;7.68632e-10
qi-data-2022.04.20-09.44.26.389_0012.jpk-qi-series;12;-9.14063e-06;-1.47656e-05;9.80326e-08;0.00299062;1.34957e+06;-5.22553e-08;-5.72398e-10;;0.00000;0.00000;6.93068e-10
qi-data-2022.04.20-09.44.26.389_0013.jpk-qi-series;13;-8.67187e-06;-1.47656e-05;9.82973e-08;0.00290202;1.50105e+06;-4.33709e-08;-6.54194e-10;;0.00000;0.00000;7.60827e-10
qi-data-2022.04.20-09.44.26.389_0014.jpk-qi-series;14;-8.20313e-06;-1.47656e-05;9.80819e-08;0.00297150;1.44863e+06;-2.61556e-08;-6.14802e-10;;0.00000;0.00000;7.21474e-10
qi-data-2022.04.20-09.44.26.389_0015.jpk-qi-series;15;-7.73438e-06;-1.47656e-05;9.80821e-08;0.00298444;1.49503e+06;-3.95401e-08;-6.27396e-10;;0.00000;0.00000;7.34584e-10
qi-data-2022.04.20-09.44.26.389_0016.jpk-qi-series;16;-7.26562e-06;-1.47656e-05;9.77223e-08;0.00304038;1.70595e+06;-6.21159e-08;-5.00848e-10;;0.00000;0.00000;6.68435e-10
qi-data-2022.04.20-09.44.26.389_0017.jpk-qi-series;17;-6.79687e-06;-1.47656e-05;9.79966e-08;0.00292606;1.34520e+06;-3.36367e-08;-5.51655e-10;;0.00000;0.00000;7.41891e-10
qi-data-2022.04.20-09.44.26.389_0018.jpk-qi-series;18;-6.32813e-06;-1.47656e-05;9.77451e-08;0.00301848;1.35712e+06;-1.50568e-08;-4.77491e-10;;0.00000;0.00000;6.91090e-10
qi-data-2022.04.20-09.44.26.389_0019.jpk-qi-series;19;-5.85938e-06;-1.47656e-05;9.81725e-08;0.00289871;1.55846e+06;-4.09067e-08;-6.93080e-10;;0.00000;0.00000;7.80302e-10
qi-data-2022.04.20-09.44.26.389_0020.jpk-qi-series;20;-5.39062e-06;-1.47656e-05;9.80230e-08;0.00292274;1.63565e+06;-5.83280e-08;-6.35410e-10;;0.00000;0.00000;7.49846e-10
qi-data-2022.04.20-09.44.26.389_0021.jpk-qi-series;21;-4.92187e-06;-1.47656e-05;9.76606e-08;0.00301768;2.13990e+06;-1.19001e-07;-4.23851e-10;;0.00000;0.00000;6.62337e-10
qi-data-2022.04.20-09.44.26.389_0022.jpk-qi-series;22;-4.45313e-06;-1.47656e-05;9.76838e-08;0.00301535;4.80806e+06;-2.11205e-07;-5.66980e-10;;0.00000;0.00000;7.17788e-10
qi-data-2022.04.20-09.44.26.389_0023.jpk-qi-series;23;-3.98438e-06;-1.47656e-05;9.77999e-08;0.00295364;6.51448e+06;-2.29284e-07;-5.87779e-10;;0.00000;0.00000;7.14947e-10
qi-data-2022.04.20-09.44.26.389_0024.jpk-qi-series;24;-3.51562e-06;-1.47656e-05;9.79310e-08;0.00294009;1.58135e+06;-1.20275e-07;-6.20032e-10;;0.00000;0.00000;8.05701e-10
qi-data-2022.04.20-09.44.26.389_0025.jpk-qi-series;25;-3.04687e-06;-1.47656e-05;9.73124e-08;0.00307049;1.24951e+06;-4.63302e-08;-4.00245e-10;;0.00000;0.00000;6.60053e-10
qi-data-2022.04.20-09.44.26.389_0026.jpk-qi-series;26;-2.57813e-06;-1.47656e-05;9.79864e-08;0.00292307;1.17645e+06;1.72060e-08;-6.13641e-10;;0.00000;0.00000;7.57699e-10
qi-data-2022.04.20-09.44.26.389_0027.jpk-qi-series;27;-2.10938e-06;-1.47656e-05;9.75994e-08;0.00299654;614138;1.53292e-07;-4.31534e-10;;0.00000;0.00000;6.09307e-10
qi-data-2022.04.20-09.44.26.389_0028.jpk-qi-series;28;-1.64062e-06;-1.47656e-05;9.76739e-08;0.00293646;865448;6.50045e-08;-5.46621e-10;;0.00000;0.00000;7.38860e-10
qi-data-2022.04.20-09.44.26.389_0029.jpk-qi-series;29;-1.17187e-06;-1.47656e-05;9.78969e-08;0.00290561;1.20090e+06;-7.44255e-08;-5.32988e-10;;0.00000;0.00000;8.33875e-10
qi-data-2022.04.20-09.44.26.389_0030.jpk-qi-series;30;-7.03125e-07;-1.47656e-05;9.76747e-08;0.00295567;4.62394e+06;-2.11014e-07;-6.19154e-10;;0.00000;0.00000;7.70993e-10
qi-data-2022.04.20-09.44.26.389_0031.jpk-qi-series;31;-2.34375e-07;-1.47656e-05;9.72525e-08;0.00304193;1.58191e+06;-1.45131e-07;-4.33502e-10;;0.00000;0.00000;7.74749e-10
qi-data-2022.04.20-09.44.26.389_0032.jpk-qi-series;32;2.34375e-07;-1.47656e-05;9.79360e-08;0.00284870;1.02962e+06;-7.79781e-08;-6.15505e-10;;0.00000;0.00000;8.52253e-10
qi-data-2022.04.20-09.44.26.389_0033.jpk-qi-series;33;7.03125e-07;-1.47656e-05;9.75529e-08;0.00296736;2.98515e+08;-3.19244e-07;-4.82069e-10;;0.00000;0.00000;9.01534e-10
qi-data-2022.04.20-09.44.26.389_0034.jpk-qi-series;34;1.17187e-06;-1.47656e-05;9.77991e-08;0.00286143;6.25213e+08;-3.18479e-07;-9.17907e-10;;0.00000;0.00000;8.35191e-10
qi-data-2022.04.20-09.44.26.389_0035.jpk-qi-series;35;1.64063e-06;-1.47656e-05;9.74820e-08;0.00293045;6.14427e+08;-3.19643e-07;-8.58714e-10;;0.00000;0.00000;8.28539e-10
qi-data-2022.04.20-09.44.26.389_0036.jpk-qi-series;36;2.10937e-06;-1.47656e-05;9.71971e-08;0.00300661;6.28356e+08;-3.20408e-07;-7.20860e-10;;0.00000;0.00000;7.04706e-10
qi-data-2022.04.20-09.44.26.389_0037.jpk-qi-series;37;2.57813e-06;-1.47656e-05;9.75586e-08;0.00294930;7.23543e+08;-3.19210e-07;-8.94312e-10;;0.00000;0.00000;8.37250e-10
qi-data-2022.04.20-09.44.26.389_0038.jpk-qi-series;38;3.04688e-06;-1.47656e-05;9.72089e-08;0.00300724;7.22217e+08;-3.16812e-07;-7.22040e-10;;0.00000;0.00000;7.18267e-10
qi-data-2022.04.20-09.44.26.389_0039.jpk-qi-series;39;3.51562e-06;-1.47656e-05;9.71411e-08;0.00302022;7.28036e+08;-3.20651e-07;-7.55669e-10;;0.00000;0.00000;7.17613e-10
qi-data-2022.04.20-09.44.26.389_0040.jpk-qi-series;40;3.98438e-06;-1.47656e-05;9.70723e-08;0.00301597;6.20324e+08;-3.17614e-07;-7.06235e-10;;0.00000;0.00000;7.31279e-10
qi-data-2022.04.20-09.44.26.389_0041.jpk-qi-series;41;4.45312e-06;-1.47656e-05;9.72817e-08;0.00295575;7.44779e+08;-3.20641e-07;-8.14000e-10;;0.00000;0.00000;8.12991e-10
qi-data-2022.04.20-09.44.26.389_0042.jpk-qi-series;42;4.92187e-06;-1.47656e-05;9.75579e-08;0.00286580;6.01808e+08;-3.23876e-07;-9.28573e-10;;0.00000;0.00000;9.03260e-10
qi-data-2022.04.20-09.44.26.389_0043.jpk-qi-series;43;5.39063e-06;-1.47656e-05;9.73068e-08;0.00296557;6.39567e+08;-3.22787e-07;-8.10274e-10;;0.00000;0.00000;7.88855e-10
qi-data-2022.04.20-09.44.26.389_0044.jpk-qi-series;44;5.85937e-06;-1.47656e-05;9.69441e-08;0.00305060;6.55734e+08;-3.20721e-07;-7.48086e-10;;0.00000;0.00000;7.46187e-10
qi-data-2022.04.20-09.44.26.389_0045.jpk-qi-series;45;6.32813e-06;-1.47656e-05;9.69886e-08;0.00300544;6.40913e+08;-3.20629e-07;-8.03827e-10;;0.00000;0.00000;7.55678e-10
qi-data-2022.04.20-09.44.26.389_0046.jpk-qi-series;46;6.79688e-06;-1.47656e-05;9.80530e-08;0.00271775;6.65852e+08;-3.23573e-07;-1.10921e-09;;0.00000;0.00000;9.97363e-10
qi-data-2022.04.20-09.44.26.389_0047.jpk-qi-series;47;7.26562e-06;-1.47656e-05;9.68601e-08;0.00306573;5.20320e+08;-3.23565e-07;-4.57524e-10;;0.00000;0.00000;4.66586e-10
qi-data-2022.04.20-09.44.26.389_0048.jpk-qi-series;48;7.73438e-06;-1.47656e-05;9.76027e-08;0.00286982;1.76555e+06;-1.47074e-07;-6.44857e-10;;0.00000;0.00000;8.64506e-10
qi-data-2022.04.20-09.44.26.389_0049.jpk-qi-series;49;8.20312e-06;-1.47656e-05;9.76494e-08;0.00288298;932796;4.33976e-08;-5.89317e-10;;0.00000;0.00000;7.81853e-10
qi-data-2022.04.20-09.44.26.389_0050.jpk-qi-series;50;8.67187e-06;-1.47656e-05;9.73696e-08;0.00291352;300781;4.31971e-07;-4.02971e-10;;0.00000;0.00000;7.40360e-10
qi-data-2022.04.20-09.44.26.389_0051.jpk-qi-series;51;9.14063e-06;-1.47656e-05;9.77632e-08;0.00286814;151951;8.58866e-07;-5.58453e-10;;0.00000;0.00000;6.52365e-10
qi-data-2022.04.20-09.44.26.389_0052.jpk-qi-series;52;9.60937e-06;-1.47656e-05;9.74579e-08;0.00294159;129048;1.12998e-06;-4.88683e-10;;0.00000;0.00000;4.32566e-10
qi-data-2022.04.20-09.44.26.389_0053.jpk-qi-series;53;1.00781e-05;-1.47656e-05;9.75024e-08;0.00291447;182513;1.14630e-06;-4.28488e-10;;0.00000;0.00000;4.34232e-10
qi-data-2022.04.20-09.44.26.389_0054.jpk-qi-series;54;1.05469e-05;-1.47656e-05;9.63093e-08;0.00323765;64672.4;1.42859e-06;-2.90216e-10;;0.00000;0.00000;1.15235e-09
qi-data-2022.04.20-09.44.26.389_0055.jpk-qi-series;55;1.10156e-05;-1.47656e-05;9.74244e-08;0.00283429;2.63585e+08;-3.21906e-07;1.26040e-11;;0.00000;0.00000;1.25303e-09
qi-data-2022.04.20-09.44.26.389_0056.jpk-qi-series;56;1.14844e-05;-1.47656e-05;9.69308e-08;0.00292912;2.04619e+08;-3.16131e-07;-6.23406e-10;;0.00000;0.00000;5.93412e-10
qi-data-2022.04.20-09.44.26.389_0057.jpk-qi-series;57;1.19531e-05;-1.47656e-05;9.77065e-08;0.00280562;5.83211e+08;-3.26312e-07;-1.17150e-09;;0.00000;0.00000;1.04216e-09
qi-data-2022.04.20-09.44.26.389_0058.jpk-qi-series;58;1.24219e-05;-1.47656e-05;9.74955e-08;0.00280522;7.61930e+08;-3.29810e-07;-1.03016e-09;;0.00000;0.00000;1.00425e-09
qi-data-2022.04.20-09.44.26.389_0059.jpk-qi-series;59;1.28906e-05;-1.47656e-05;9.66673e-08;0.00298556;3.69351e+08;-3.26100e-07;-7.82818e-10;;0.00000;0.00000;7.43945e-10
qi-data-2022.04.20-09.44.26.389_0060.jpk-qi-series;60;1.33594e-05;-1.47656e-05;9.65604e-08;0.00299776;5.81945e+08;-3.27611e-07;-7.71020e-10;;0.00000;0.00000;7.41861e-10
qi-data-2022.04.20-09.44.26.389_0061.jpk-qi-series;61;1.38281e-05;-1.47656e-05;9.65789e-08;0.00298087;7.89596e+08;-3.27012e-07;-7.18885e-10;;0.00000;0.00000;7.29747e-10
qi-data-2022.04.20-09.44.26.389_0062.jpk-qi-series;62;1.42969e-05;-1.47656e-05;9.65792e-08;0.00300162;7.66260e+08;-3.25777e-07;-7.78998e-10;;0.00000;0.00000;7.77982e-10
qi-data-2022.04.20-09.44.26.389_0063.jpk-qi-series;63;1.47656e-05;-1.47656e-05;9.67409e-08;0.00299902;6.88427e+08;-3.24905e-07;-7.95981e-10;;0.00000;0.00000;7.64612e-10
qi-data-2022.04.20-09.44.26.389_0064.jpk-qi-series;64;-1.47656e-05;-1.42969e-05;9.54678e-08;0.00351965;2.13474e+06;-1.15154e-07;4.49350e-10;;0.00000;0.00000;1.22160e-09
qi-data-2022.04.20-09.44.26.389_0065.jpk-qi-series;65;-1.42969e-05;-1.42969e-05;9.71870e-08;0.00303864;2.23445e+06;-1.58700e-07;-5.49935e-10;;0.00000;0.00000;7.01822e-10
qi-data-2022.04.20-09.44.26.389_0066.jpk-qi-series;66;-1.38281e-05;-1.42969e-05;9.74933e-08;0.00298556;4.44638e+06;-1.90940e-07;-6.73329e-10;;0.00000;0.00000;7.40905e-10
qi-data-2022.04.20-09.44.26.389_0067.jpk-qi-series;67;-1.33594e-05;-1.42969e-05;9.76459e-08;0.00292965;2.26271e+06;-1.21944e-07;-7.57516e-10;;0.00000;0.00000;8.13879e-10
qi-data-2022.04.20-09.44.26.389_0068.jpk-qi-series;68;-1.28906e-05;-1.42969e-05;9.76384e-08;0.00297069;2.99352e+06;-1.55646e-07;-7.13602e-10;;0.00000;0.00000;7.94892e-10
qi-data-2022.04.20-09.44.26.389_0069.jpk-qi-series;69;-1.24219e-05;-1.42969e-05;9.76063e-08;0.00296148;1.34174e+06;-1.47866e-08;-5.66241e-10;;0.00000;0.00000;6.32325e-10
qi-data-2022.04.20-09.44.26.389_0070.jpk-qi-series;70;-1.19531e-05;-1.42969e-05;9.75698e-08;0.00295398;489258;2.77899e-07;-4.85205e-10;;0.00000;0.00000;6.38975e-10
qi-data-2022.04.20-09.44.26.389_0071.jpk-qi-series;71;-1.14844e-05;-1.42969e-05;9.72888e-08;0.00302383;705057;8.07126e-08;-5.48550e-10;;0.00000;0.00000;7.07629e-10
qi-data-2022.04.20-09.44.26.389_0072.jpk-qi-series;72;-1.10156e-05;-1.42969e-05;9.79613e-08;0.00283100;2.00878e+06;-1.74276e-07;-9.60697e-10;;0.00000;0.00000;1.01484e-09
qi-data-2022.04.20-09.44.26.389_0073.jpk-qi-series;73;-1.05469e-05;-1.42969e-05;9.72084e-08;0.00300490;1.36128e+07;-2.64257e-07;-6.74051e-10;;0.00000;0.00000;7.65134e-10
qi-data-2022.04.20-09.44.26.389_0074.jpk-qi-series;74;-1.00781e-05;-1.42969e-05;9.73031e-08;0.00297167;8.39347e+06;-2.50738e-07;-6.42893e-10;;0.00000;0.00000;8.34656e-10
qi-data-2022.04.20-09.44.26.389_0075.jpk-qi-series;75;-9.60937e-06;-1.42969e-05;9.76532e-08;0.00288336;3.61041e+06;-1.79884e-07;-7.17344e-10;;0.00000;0.00000;8.47954e-10
qi-data-2022.04.20-09.44.26.389_0076.jpk-qi-series;76;-9.14063e-06;-1.42969e-05;9.73696e-08;0.00295106;5.79296e+06;-2.28161e-07;-6.99356e-10;;0.00000;0.00000;8.18147e-10
qi-data-2022.04.20-09.44.26.389_0077.jpk-qi-series;77;-8.67187e-06;-1.42969e-05;9.74531e-08;0.00291302;6.17150e+06;-2.34457e-07;-7.06278e-10;;0.00000;0.00000;8.46739e-10
qi-data-2022.04.20-09.44.26.389_0078.jpk-qi-series;78;-8.20313e-06;-1.42969e-05;9.71467e-08;0.00297830;5.05291e+06;-2.16550e-07;-6.01544e-10;;0.00000;0.00000;7.71642e-10
qi-data-2022.04.20-09.44.26.389_0079.jpk-qi-series;79;-7.73438e-06;-1.42969e-05;9.73541e-08;0.00292334;3.52881e+06;-2.06689e-07;-6.49845e-10;;0.00000;0.00000;8.29290e-10
qi-data-2022.04.20-09.44.26.389_0080.jpk-qi-series;80;-7.26562e-06;-1.42969e-05;9.70697e-08;0.00301588;3.41349e+06;-1.84723e-07;-4.86155e-10;;0.00000;0.00000;7.25005e-10
qi-data-2022.04.20-09.44.26.389_0081.jpk-qi-series;81;-6.79687e-06;-1.42969e-05;9.72285e-08;0.00293181;1.79378e+07;-2.84068e-07;-7.08602e-10;;0.00000;0.00000;8.83589e-10
qi-data-2022.04.20-09.44.26.389_0082.jpk-qi-series;82;-6.32813e-06;-1.42969e-05;9.68568e-08;0.00296980;5.82290e+06;-2.23694e-07;-4.52630e-10;;0.00000;0.00000;7.10828e-10
qi-data-2022.04.20-09.44.26.389_0083.jpk-qi-series;83;-5.85938e-06;-1.42969e-05;9.72213e-08;0.00294772;8.74950e+06;-2.51219e-07;-5.93159e-10;;0.00000;0.00000;7.91328e-10
qi-data-2022.04.20-09.44.26.389_0084.jpk-qi-series;84;-5.39062e-06;-1.42969e-05;9.70404e-08;0.00298563;5.08880e+06;-2.11839e-07;-4.81487e-10;;0.00000;0.00000;7.94224e-10
qi-data-2022.04.20-09.44.26.389_0085.jpk-qi-series;85;-4.92187e-06;-1.42969e-05;9.72985e-08;0.00290219;4.06284e+06;-1.77849e-07;-6.59419e-10;;0.00000;0.00000;7.90488e-10
qi-data-2022.04.20-09.44.26.389_0086.jpk-qi-series;86;-4.45313e-06;-1.42969e-05;9.72941e-08;0.00286071;1.32147e+07;-2.72294e-07;-6.82132e-10;;0.00000;0.00000;7.78309e-10
qi-data-2022.04.20-09.44.26.389_0087.jpk-qi-series;87;-3.98438e-06;-1.42969e-05;9.70700e-08;0.00289040;7.23351e+06;-2.31882e-07;-6.69537e-10;;0.00000;0.00000;7.86922e-10
qi-data-2022.04.20-09.44.26.389_0088.jpk-qi-series;88;-3.51562e-06;-1.42969e-05;9.71267e-08;0.00288242;4.32698e+06;-2.11765e-07;-6.21338e-10;;0.00000;0.00000;8.33108e-10
qi-data-2022.04.20-09.44.26.389_0089.jpk-qi-series;89;-3.04687e-06;-1.42969e-05;9.67281e-08;0.00299215;1.52331e+06;-9.07260e-08;-3.85954e-10;;0.00000;0.00000;8.43926e-10
qi-data-2022.04.20-09.44.26.389_0090.jpk-qi-series;90;-2.57813e-06;-1.42969e-05;9.59208e-08;0.00311944;510799;9.31761e-08;-1.20800e-10;;0.00000;0.00000;8.32467e-10
qi-data-2022.04.20-09.44.26.389_0091.jpk-qi-series;91;-2.10938e-06;-1.42969e-05;9.67063e-08;0.00297598;533388;2.13170e-07;-3.50265e-10;;0.00000;0.00000;7.74951e-10
qi-data-2022.04.20-09.44.26.389_0092.jpk-qi-series;92;-1.64062e-06;-1.42969e-05;9.64704e-08;0.00302947;532819;2.01490e-07;-2.28728e-10;;0.00000;0.00000;7.01086e-10
qi-data-2022.04.20-09.44.26.389_0093.jpk-qi-series;93;-1.17187e-06;-1.42969e-05;9.64755e-08;0.00302201;566335;3.70749e-08;-2.42742e-10;;0.00000;0.00000;9.04591e-10
qi-data-2022.04.20-09.44.26.389_0094.jpk-qi-series;94;-7.03125e-07;-1.42969e-05;9.70924e-08;0.00285529;2.29424e+06;-1.60024e-07;-5.99292e-10;;0.00000;0.00000;8.31875e-10
qi-data-2022.04.20-09.44.26.389_0095.jpk-qi-series;95;-2.34375e-07;-1.42969e-05;9.71419e-08;0.00284421;1.83054e+06;-1.41983e-07;-5.21680e-10;;0.00000;0.00000;9.09372e-10
qi-data-2022.04.20-09.44.26.389_0096.jpk-qi-series;96;2.34375e-07;-1.42969e-05;9.69175e-08;0.00289314;806804;6.70742e-09;-4.74570e-10;;0.00000;0.00000;7.87079e-10
qi-data-2022.04.20-09.44.26.389_0097.jpk-qi-series;97;7.03125e-07;-1.42969e-05;9.62879e-08;0.00306102;2.80986e+08;-3.19893e-07;-1.60220e-10;;0.00000;0.00000;9.41056e-10
qi-data-2022.04.20-09.44.26.389_0098.jpk-qi-series;98;1.17187e-06;-1.42969e-05;9.70438e-08;0.00283572;6.28283e+08;-3.21966e-07;-8.17059e-10;;0.00000;0.00000;7.12757e-10
qi-data-2022.04.20-09.44.26.389_0099.jpk-qi-series;99;1.64063e-06;-1.42969e-05;9.64380e-08;0.00297947;7.70010e+08;-3.19958e-07;-7.61444e-10;;0.00000;0.00000;7.29275e-10
qi-data-2022.04.20-09.44.26.389_0100.jpk-qi-series;100;2.10937e-06;-1.42969e-05;9.67335e-08;0.00292672;7.32916e+08;-3.24569e-07;-8.76836e-10;;0.00000;0.00000;8.66720e-10
qi-data-2022.04.20-09.44.26.389_0101.jpk-qi-series;101;2.57813e-06;-1.42969e-05;9.64111e-08;0.00299686;6.51567e+08;-3.21047e-07;-7.08631e-10;;0.00000;0.00000;7.15072e-10
qi-data-2022.04.20-09.44.26.389_0102.jpk-qi-series;102;3.04688e-06;-1.42969e-05;9.68767e-08;0.00288083;7.77460e+08;-3.22308e-07;-1.04605e-09;;0.00000;0.00000;9.81348e-10
qi-data-2022.04.20-09.44.26.389_0103.jpk-qi-series;103;3.51562e-06;-1.42969e-05;9.67354e-08;0.00288275;6.66322e+08;-3.21920e-07;-9.29654e-10;;0.00000;0.00000;8.78567e-10
qi-data-2022.04.20-09.44.26.389_0104.jpk-qi-series;104;3.98438e-06;-1.42969e-05;9.64155e-08;0.00296521;5.90120e+08;-3.24815e-07;-8.22094e-10;;0.00000;0.00000;8.06422e-10
qi-data-2022.04.20-09.44.26.389_0105.jpk-qi-series;105;4.45312e-06;-1.42969e-05;9.60876e-08;0.00305640;5.97331e+08;-3.26098e-07;-6.57320e-10;;0.00000;0.00000;6.52259e-10
qi-data-2022.04.20-09.44.26.389_0106.jpk-qi-series;106;4.92187e-06;-1.42969e-05;9.68347e-08;0.00287745;8.78486e+08;-3.25201e-07;-9.54544e-10;;0.00000;0.00000;9.19751e-10
qi-data-2022.04.20-09.44.26.389_0107.jpk-qi-series;107;5.39063e-06;-1.42969e-05;9.71296e-08;0.00277162;6.67668e+08;-3.24243e-07;-1.13051e-09;;0.00000;0.00000;1.02948e-09
qi-data-2022.04.20-09.44.26.389_0108.jpk-qi-series;108;5.85937e-06;-1.42969e-05;9.67388e-08;0.00286491;7.34173e+08;-3.23908e-07;-9.34228e-10;;0.00000;0.00000;9.03486e-10
qi-data-2022.04.20-09.44.26.389_0109.jpk-qi-series;109;6.32813e-06;-1.42969e-05;9.62420e-08;0.00296929;7.04741e+08;-3.24704e-07;-7.43687e-10;;0.00000;0.00000;6.88236e-10
qi-data-2022.04.20-09.44.26.389_0110.jpk-qi-series;110;6.79688e-06;-1.42969e-05;9.58819e-08;0.00305751;6.51144e+08;-3.24067e-07;-4.41295e-10;;0.00000;0.00000;4.39283e-10
qi-data-2022.04.20-09.44.26.389_0111.jpk-qi-series;111;7.26562e-06;-1.42969e-05;9.61268e-08;0.00299146;5.78661e+06;-2.32897e-07;-4.44114e-10;;0.00000;0.00000;7.24754e-10
qi-data-2022.04.20-09.44.26.389_0112.jpk-qi-series;112;7.73438e-06;-1.42969e-05;9.64822e-08;0.00291815;2.19009e+06;-9.24855e-08;-6.51951e-10;;0.00000;0.00000;7.51855e-10
qi-data-2022.04.20-09.44.26.389_0113.jpk-qi-series;113;8.20312e-06;-1.42969e-05;9.60229e-08;0.00299216;7.38118e+08;-3.28052e-07;-5.62150e-10;;0.00000;0.00000;5.43746e-10
qi-data-2022.04.20-09.44.26.389_0114.jpk-qi-series;114;8.67187e-06;-1.42969e-05;9.57250e-08;0.00304523;7.39848e+08;-3.25959e-07;-4.81285e-10;;0.00000;0.00000;4.85736e-10
qi-data-2022.04.20-09.44.26.389_0115.jpk-qi-series;115;9.14063e-06;-1.42969e-05;9.58187e-08;0.00299652;6.69449e+08;-3.26795e-07;-5.53051e-10;;0.00000;0.00000;5.39237e-10
qi-data-2022.04.20-09.44.26.389_0116.jpk-qi-series;116;9.60937e-06;-1.42969e-05;9.60161e-08;0.00294756;5.46841e+08;-3.26680e-07;-7.00631e-10;;0.00000;0.00000;6.37851e-10
qi-data-2022.04.20-09.44.26.389_0117.jpk-qi-series;117;1.00781e-05;-1.42969e-05;9.60629e-08;0.00294591;6.58418e+08;-3.27913e-07;-1.26115e-10;;0.00000;0.00000;9.90216e-10
qi-data-2022.04.20-09.44.26.389_0118.jpk-qi-series;118;1.05469e-05;-1.42969e-05;9.55796e-08;0.00301398;3.78102e+06;-1.93745e-07;3.05071e-10;;0.00000;0.00000;1.40284e-09
qi-data-2022.04.20-09.44.26.389_0119.jpk-qi-series;119;1.10156e-05;-1.42969e-05;9.59185e-08;0.00294691;148906;3.87211e-07;-5.36610e-10;;0.00000;0.00000;9.80516e-10
qi-data-2022.04.20-09.44.26.389_0120.jpk-qi-series;120;1.14844e-05;-1.42969e-05;9.60150e-08;0.00293483;1.51374e+07;-2.76115e-07;-6.80710e-10;;0.00000;0.00000;7.05148e-10
qi-data-2022.04.20-09.44.26.389_0121.jpk-qi-series;121;1.19531e-05;-1.42969e-05;9.56140e-08;0.00302175;6.04945e+07;-3.03272e-07;-6.91704e-10;;0.00000;0.00000;7.54992e-10
qi-data-2022.04.20-09.44.26.389_0122.jpk-qi-series;122;1.24219e-05;-1.42969e-05;9.62823e-08;0.00284562;7.48650e+08;-3.29542e-07;-1.05177e-09;;0.00000;0.00000;9.97692e-10
qi-data-2022.04.20-09.44.26.389_0123.jpk-qi-series;123;1.28906e-05;-1.42969e-05;9.59174e-08;0.00292559;7.34413e+08;-3.28685e-07;-8.35491e-10;;0.00000;0.00000;8.51378e-10
qi-data-2022.04.20-09.44.26.389_0124.jpk-qi-series;124;1.33594e-05;-1.42969e-05;9.60674e-08;0.00288022;8.16094e+08;-3.26590e-07;-8.80009e-10;;0.00000;0.00000;8.67530e-10
qi-data-2022.04.20-09.44.26.389_0125.jpk-qi-series;125;1.38281e-05;-1.42969e-05;9.57497e-08;0.00297397;6.79041e+08;-3.24531e-07;-7.98012e-10;;0.00000;0.00000;7.73271e-10
